	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	ensembl	external_gene	gene_biotype	description	chromosome_name	start_position	end_position	strand
ENSG00000232445	115.521154734144	2.82022617804848	0.399109648752543	7.06629415465995	1.59125926116489e-12	1.16102590973943e-10	NA	ENSG00000232445	AC006329.1	lncRNA	novel transcript	7	101308270	101314800	1
ENSG00000115738	475.616866128787	-2.11745943521295	0.299769463441844	-7.06362619761551	1.62212744958493e-12	1.17954970354277e-10	ID2	ENSG00000115738	ID2	protein_coding	inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]	2	8678845	8684461	1
ENSG00000178662	285.571474500804	3.11511661173041	0.442509286613193	7.03966381264537	1.92704209323275e-12	1.39655400723036e-10	CSRNP3	ENSG00000178662	CSRNP3	protein_coding	cysteine and serine rich nuclear protein 3 [Source:HGNC Symbol;Acc:HGNC:30729]	2	165469647	165689407	1
ENSG00000115286	486.192607643198	-2.16080281172294	0.307860902623271	-7.01876332236678	2.23840577928477e-12	1.61675993266192e-10	NDUFS7	ENSG00000115286	NDUFS7	protein_coding	NADH:ubiquinone oxidoreductase core subunit S7 [Source:HGNC Symbol;Acc:HGNC:7714]	19	1383527	1395589	1
ENSG00000111331	6529.90730513006	-1.77293347455268	0.252669746158988	-7.01680158192381	2.27004616354534e-12	1.63412955264715e-10	OAS3	ENSG00000111331	OAS3	protein_coding	2'-5'-oligoadenylate synthetase 3 [Source:HGNC Symbol;Acc:HGNC:8088]	12	112938444	112973251	1
ENSG00000253438	181.350774140201	2.92493654143349	0.41728185714078	7.00949847538351	2.39173898222159e-12	1.71599299511125e-10	PCAT1	ENSG00000253438	PCAT1	lncRNA	prostate cancer associated transcript 1 [Source:HGNC Symbol;Acc:HGNC:43022]	8	126556323	127419050	1
ENSG00000159399	2780.64661803002	1.49567148365312	0.213862556500882	6.99361079435594	2.67900111394099e-12	1.91570830486598e-10	HK2	ENSG00000159399	HK2	protein_coding	hexokinase 2 [Source:HGNC Symbol;Acc:HGNC:4923]	2	74833981	74893359	1
ENSG00000256802	142.595390803414	-2.65690207633317	0.380157286616542	-6.98895475601692	2.76941704980015e-12	1.97380571456618e-10	LOC100130111	ENSG00000256802	AC022613.1	lncRNA	novel transcript, antisense to TJP1	15	29674990	29680957	1
ENSG00000146674	49452.8151673067	-1.35106502694314	0.194112258791108	-6.96022515711943	3.39729330838285e-12	2.41331158975685e-10	IGFBP3	ENSG00000146674	IGFBP3	protein_coding	insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]	7	45912245	45921874	-1
ENSG00000163053	56.3710759640479	4.37041508712972	0.628028869351194	6.95893978830101	3.42842992864759e-12	2.42741861132272e-10	SLC16A14	ENSG00000163053	SLC16A14	protein_coding	solute carrier family 16 member 14 [Source:HGNC Symbol;Acc:HGNC:26417]	2	230034982	230068993	-1
ENSG00000013364	5158.07716279966	-1.71434956821031	0.246439968733717	-6.95645912073092	3.48931443767812e-12	2.46242635923225e-10	MVP	ENSG00000013364	MVP	protein_coding	major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]	16	29820394	29848039	1
ENSG00000124610	63.9607015808368	-3.66662636130265	0.52737183549045	-6.95263970229417	3.58513506365307e-12	2.52177931732251e-10	HIST1H1A	ENSG00000124610	HIST1H1A	protein_coding	histone cluster 1 H1 family member a [Source:HGNC Symbol;Acc:HGNC:4715]	6	26017085	26017732	-1
ENSG00000101347	3301.04281660835	-1.61700694760969	0.232701972401186	-6.94883215180454	3.68322447714886e-12	2.58233627511896e-10	SAMHD1	ENSG00000101347	SAMHD1	protein_coding	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:15925]	20	36889773	36951901	-1
ENSG00000103021	267.996281707041	1.84110138714234	0.265626486588079	6.93116643144639	4.17384645693284e-12	2.91681399802021e-10	CCDC113	ENSG00000103021	CCDC113	protein_coding	coiled-coil domain containing 113 [Source:HGNC Symbol;Acc:HGNC:25002]	16	58231157	58283836	1
ENSG00000168077	10628.467948329	-1.32952252222359	0.191915065181716	-6.92766105133393	4.27855339676422e-12	2.98031013954541e-10	SCARA3	ENSG00000168077	SCARA3	protein_coding	scavenger receptor class A member 3 [Source:HGNC Symbol;Acc:HGNC:19000]	8	27633868	27676776	1
ENSG00000248383	84.6027911041273	2.8384129140723	0.410061967487949	6.92191214771879	4.45587567472052e-12	3.09381509750595e-10	PCDHAC1	ENSG00000248383	PCDHAC1	protein_coding	protocadherin alpha subfamily C, 1 [Source:HGNC Symbol;Acc:HGNC:8676]	5	140926369	141012344	1
ENSG00000154451	912.495228246259	-2.18015800870212	0.315232648890835	-6.91602857880724	4.64480735315503e-12	3.21462487039579e-10	GBP5	ENSG00000154451	GBP5	protein_coding	guanylate binding protein 5 [Source:HGNC Symbol;Acc:HGNC:19895]	1	89258950	89272804	-1
ENSG00000153310	8249.89344565075	1.2819083930856	0.185731354304018	6.90194931216236	5.12937394475558e-12	3.53861040983715e-10	FAM49B	ENSG00000153310	FAM49B	protein_coding	family with sequence similarity 49 member B [Source:HGNC Symbol;Acc:HGNC:25216]	8	129839593	130017129	-1
ENSG00000133083	390.026113132979	2.12304150590716	0.307878940518803	6.89570225988712	5.35993521238932e-12	3.68585448918427e-10	DCLK1	ENSG00000133083	DCLK1	protein_coding	doublecortin like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2700]	13	35768652	36131306	-1
ENSG00000162981	3891.94172695694	-1.57140887686386	0.227972842288976	-6.892965236938	5.46412313170224e-12	3.74553459511971e-10	FAM84A	ENSG00000162981	LRATD1	protein_coding	LRAT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20743]	2	14632700	14650814	1
ENSG00000171385	344.939991186903	-2.31754403861272	0.33695061917055	-6.8779931145925	6.07016036109997e-12	4.14775020991478e-10	KCND3	ENSG00000171385	KCND3	protein_coding	potassium voltage-gated channel subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:6239]	1	111770662	111989155	-1
ENSG00000165300	608.603024967151	-1.79287875734581	0.260687231529559	-6.87750890914856	6.09082150300803e-12	4.14869753261851e-10	SLITRK5	ENSG00000165300	SLITRK5	protein_coding	SLIT and NTRK like family member 5 [Source:HGNC Symbol;Acc:HGNC:20295]	13	87672615	87696272	1
ENSG00000137877	211.923880236967	-2.1833975510284	0.317647364462782	-6.87365234312916	6.25786113831177e-12	4.24902849025308e-10	SPTBN5	ENSG00000137877	SPTBN5	protein_coding	spectrin beta, non-erythrocytic 5 [Source:HGNC Symbol;Acc:HGNC:15680]	15	41848146	41894053	-1
ENSG00000204542	502.174224034763	-1.86366398031986	0.271319861220271	-6.8688815184335	6.47072187978751e-12	4.37974269624359e-10	C6orf15	ENSG00000204542	C6orf15	protein_coding	chromosome 6 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:13927]	6	31111223	31112559	-1
ENSG00000197183	2457.17646455005	1.40965902032208	0.205283713803057	6.86688190800395	6.56203461065982e-12	4.4276248576753e-10	NOL4L	ENSG00000197183	NOL4L	protein_coding	nucleolar protein 4 like [Source:HGNC Symbol;Acc:HGNC:16106]	20	32443059	32585074	-1
ENSG00000196878	936.98577407647	-1.65221294068896	0.240694582850904	-6.8643544907382	6.67925822577172e-12	4.4926360641097e-10	LAMB3	ENSG00000196878	LAMB3	protein_coding	laminin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6490]	1	209614870	209652425	-1
ENSG00000213626	652.006999091055	-2.06642533821169	0.301298026985701	-6.85840979074769	6.96312789905141e-12	4.66898333019261e-10	LBH	ENSG00000213626	LBH	protein_coding	limb bud and heart development [Source:HGNC Symbol;Acc:HGNC:29532]	2	30231534	30323730	1
ENSG00000115507	96.8730576207921	-2.77981608307388	0.40537190775753	-6.85744628544069	7.01023697948086e-12	4.68597331510392e-10	OTX1	ENSG00000115507	OTX1	protein_coding	orthodenticle homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8521]	2	63050057	63057836	1
ENSG00000151320	8676.59542559945	-1.6034092548142	0.233858695069423	-6.85631660750617	7.06586868061609e-12	4.70853738333067e-10	AKAP6	ENSG00000151320	AKAP6	protein_coding	A-kinase anchoring protein 6 [Source:HGNC Symbol;Acc:HGNC:376]	14	32329298	32837684	1
ENSG00000052126	922.58847567826	1.66621484513489	0.243477847350381	6.84339402236085	7.73385447449991e-12	5.13776184287457e-10	PLEKHA5	ENSG00000052126	PLEKHA5	protein_coding	pleckstrin homology domain containing A5 [Source:HGNC Symbol;Acc:HGNC:30036]	12	19129752	19376400	1
ENSG00000197409	42.2564712549867	-8.74385896383928	1.27864026597924	-6.83840419896587	8.00801874966531e-12	5.30352601747065e-10	HIST1H3D	ENSG00000197409	HIST1H3D	protein_coding	histone cluster 1 H3 family member d [Source:HGNC Symbol;Acc:HGNC:4767]	6	26196840	26197250	-1
ENSG00000167280	934.51226520673	-1.49779771427413	0.21923609647015	-6.83189373643159	8.38009183623895e-12	5.532917076172e-10	ENGASE	ENSG00000167280	ENGASE	protein_coding	endo-beta-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:24622]	17	79074939	79088599	1
ENSG00000140105	5205.29966763806	-1.32229850962003	0.193855312795986	-6.82105891527268	9.0371867138721e-12	5.94851397031752e-10	WARS	ENSG00000140105	WARS	protein_coding	tryptophanyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12729]	14	100333790	100376805	-1
ENSG00000141526	361.430264383598	2.60434242039579	0.382327650118186	6.81180767226941	9.63799048721004e-12	6.3246374160582e-10	SLC16A3	ENSG00000141526	SLC16A3	protein_coding	solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924]	17	82228397	82261129	1
ENSG00000215018	90.1123753529847	2.86473591609753	0.420752987706978	6.8085931646256	9.85577555167113e-12	6.44789401137293e-10	COL28A1	ENSG00000215018	COL28A1	protein_coding	collagen type XXVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22442]	7	7356203	7535853	-1
ENSG00000253161	219.794984753389	-2.34599189041919	0.345328285179122	-6.79351211906179	1.09436040163479e-11	7.13788281357189e-10	NA	ENSG00000253161	LINC01605	lncRNA	long intergenic non-protein coding RNA 1605 [Source:HGNC Symbol;Acc:HGNC:51654]	8	37421341	37554183	-1
ENSG00000157227	22670.3151762271	-1.41206231415557	0.208150481798882	-6.78385321019781	1.1701222202058e-11	7.60897603254065e-10	MMP14	ENSG00000157227	MMP14	protein_coding	matrix metallopeptidase 14 [Source:HGNC Symbol;Acc:HGNC:7160]	14	22836560	22849027	1
ENSG00000072840	2115.14419164426	-1.41160120869461	0.20818243055861	-6.78059721421684	1.19680112969907e-11	7.75902033603698e-10	EVC	ENSG00000072840	EVC	protein_coding	EvC ciliary complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:3497]	4	5711201	5814305	1
ENSG00000128567	90468.4424590268	-1.39377978692817	0.205745116436722	-6.77430313324998	1.25007324732182e-11	8.05586125010626e-10	PODXL	ENSG00000128567	PODXL	protein_coding	podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]	7	131500262	131558217	-1
ENSG00000156804	1780.24924286212	-1.84495649558693	0.272342647758604	-6.77439435494598	1.24928482254929e-11	8.05586125010626e-10	FBXO32	ENSG00000156804	FBXO32	protein_coding	F-box protein 32 [Source:HGNC Symbol;Acc:HGNC:16731]	8	123497889	123541206	-1
ENSG00000172020	6259.64727469786	-1.69814109990641	0.250914561952687	-6.7678060878213	1.30749830778873e-11	8.40077420204315e-10	GAP43	ENSG00000172020	GAP43	protein_coding	growth associated protein 43 [Source:HGNC Symbol;Acc:HGNC:4140]	3	115623324	115721490	1
ENSG00000065308	5760.32324848235	-1.38736790197891	0.205114182103895	-6.76388091622147	1.34343519754953e-11	8.60598190239766e-10	TRAM2	ENSG00000065308	TRAM2	protein_coding	translocation associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16855]	6	52497408	52577060	-1
ENSG00000164929	480.788721393937	-1.87621081263718	0.277878085090904	-6.75192076418478	1.45900555154708e-11	9.29101641760333e-10	BAALC	ENSG00000164929	BAALC	protein_coding	BAALC binder of MAP3K1 and KLF4 [Source:HGNC Symbol;Acc:HGNC:14333]	8	103140713	103230305	1
ENSG00000255769	157.237876576752	2.15994762322069	0.319900470715448	6.75193637067813	1.45884858039413e-11	9.29101641760333e-10	NA	ENSG00000255769	GOLGA2P10	transcribed_unprocessed_pseudogene	GOLGA2 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:26229]	15	82472993	82513950	-1
ENSG00000119630	1786.54276193133	-1.69796452175083	0.25256996724349	-6.72274910703818	1.78327497065781e-11	1.13224809641412e-09	PGF	ENSG00000119630	PGF	protein_coding	placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893]	14	74941834	74955626	-1
ENSG00000196116	2194.33565166552	-1.3215022238556	0.197363961295586	-6.69576256567138	2.1454983877611e-11	1.35822668524029e-09	TDRD7	ENSG00000196116	TDRD7	protein_coding	tudor domain containing 7 [Source:HGNC Symbol;Acc:HGNC:30831]	9	97412096	97496125	1
ENSG00000196368	181.236617081524	2.1831470145875	0.32658810818445	6.68471067952819	2.31381308697313e-11	1.46048424879794e-09	NUDT11	ENSG00000196368	NUDT11	protein_coding	nudix hydrolase 11 [Source:HGNC Symbol;Acc:HGNC:18011]	X	51490011	51496592	-1
ENSG00000103647	4191.33604062402	-1.77608729440628	0.265721189001221	-6.68402584333658	2.32465782937202e-11	1.46303903857904e-09	CORO2B	ENSG00000103647	CORO2B	protein_coding	coronin 2B [Source:HGNC Symbol;Acc:HGNC:2256]	15	68578969	68727806	1
ENSG00000240065	1539.66208576017	-1.55777013136364	0.233083608271781	-6.68331052069196	2.33603847124709e-11	1.46591522026596e-09	PSMB9	ENSG00000240065	PSMB9	protein_coding	proteasome subunit beta 9 [Source:HGNC Symbol;Acc:HGNC:9546]	6	32844136	32859851	1
ENSG00000262202	1131.60776496375	-1.45863423246071	0.218328608586894	-6.68091205225714	2.37459709939837e-11	1.48577988277472e-09	NA	ENSG00000262202	AC007952.4	lncRNA	novel transcript	17	19112000	19112636	-1
ENSG00000091137	222.718487517498	2.15897279708964	0.323260527417872	6.67873932624869	2.41006401244708e-11	1.50360051605539e-09	SLC26A4	ENSG00000091137	SLC26A4	protein_coding	solute carrier family 26 member 4 [Source:HGNC Symbol;Acc:HGNC:8818]	7	107660828	107717782	1
ENSG00000138604	1211.94652053524	1.46348865847109	0.219182537225999	6.67703128631133	2.43830912301085e-11	1.51682559432617e-09	GLCE	ENSG00000138604	GLCE	protein_coding	glucuronic acid epimerase [Source:HGNC Symbol;Acc:HGNC:17855]	15	69160584	69272217	1
ENSG00000121900	398.757157031237	-2.17297163773867	0.32585287980556	-6.6685666213394	2.58313788736899e-11	1.60228991030923e-09	TMEM54	ENSG00000121900	TMEM54	protein_coding	transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]	1	32894594	32901438	-1
ENSG00000277925	813.423182669712	-13.0107037534046	1.95205629160587	-6.66512733744031	2.64435979179908e-11	1.6355517286978e-09	TERC	ENSG00000277925	RF00024	misc_RNA		3	169764610	169765047	-1
ENSG00000255641	68.7037971293949	3.42627998895701	0.514676365908009	6.65715431271506	2.79180032547594e-11	1.72179685402705e-09	NA	ENSG00000255641	AC068775.1	protein_coding	novel protein	12	10412312	10436001	-1
ENSG00000272168	930.000116717173	1.73105071834794	0.260607073696107	6.64237809740541	3.08661924643014e-11	1.89818264743321e-09	CASC15	ENSG00000272168	CASC15	lncRNA	cancer susceptibility 15 [Source:HGNC Symbol;Acc:HGNC:28245]	6	21664185	22654455	1
ENSG00000180447	2494.75265894244	-1.67289255317441	0.252085064715328	-6.63622240002025	3.21824159780439e-11	1.97348809547412e-09	GAS1	ENSG00000180447	GAS1	protein_coding	growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]	9	86944362	86947506	-1
ENSG00000117600	132.925701361083	2.12702416880269	0.320708737779534	6.63226135817005	3.3058255002202e-11	2.02143716098692e-09	PLPPR4	ENSG00000117600	PLPPR4	protein_coding	phospholipid phosphatase related 4 [Source:HGNC Symbol;Acc:HGNC:23496]	1	99263953	99309590	1
ENSG00000110427	144.88975694693	3.27075269964883	0.493206755337271	6.631605638516	3.32054764104369e-11	2.02468746248794e-09	KIAA1549L	ENSG00000110427	KIAA1549L	protein_coding	KIAA1549 like [Source:HGNC Symbol;Acc:HGNC:24836]	11	33376083	33674102	1
ENSG00000112144	2020.64123277107	-1.32477957949238	0.200026362873097	-6.62302488763873	3.51921740535449e-11	2.13976371279237e-09	ICK	ENSG00000112144	ICK	protein_coding	intestinal cell kinase [Source:HGNC Symbol;Acc:HGNC:21219]	6	53001279	53061802	-1
ENSG00000117122	868.384134589089	-1.80864466576369	0.27330831341738	-6.61759842995201	3.65081129006396e-11	2.2135228790799e-09	MFAP2	ENSG00000117122	MFAP2	protein_coding	microfibril associated protein 2 [Source:HGNC Symbol;Acc:HGNC:7033]	1	16974502	16980835	-1
ENSG00000126970	71.6223451476357	3.84143524659271	0.581273623042497	6.60865226687202	3.87834501479167e-11	2.34487354208921e-09	ZC4H2	ENSG00000126970	ZC4H2	protein_coding	zinc finger C4H2-type containing [Source:HGNC Symbol;Acc:HGNC:24931]	X	64915802	65034713	-1
ENSG00000003096	407.462474474441	1.57383887210032	0.238336062600268	6.60344412393826	4.01713748964096e-11	2.42198507918857e-09	KLHL13	ENSG00000003096	KLHL13	protein_coding	kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	X	117897813	118117340	-1
ENSG00000215533	192.742830454118	1.85485929680873	0.281300784517152	6.59386464205055	4.28522434189707e-11	2.57640136131264e-09	LINC00189	ENSG00000215533	LINC00189	lncRNA	long intergenic non-protein coding RNA 189 [Source:HGNC Symbol;Acc:HGNC:18461]	21	29193480	29288205	1
ENSG00000128335	1718.27663925437	-1.80287052300623	0.273494904452973	-6.59197116162809	4.3402491650227e-11	2.6022151261267e-09	APOL2	ENSG00000128335	APOL2	protein_coding	apolipoprotein L2 [Source:HGNC Symbol;Acc:HGNC:619]	22	36226209	36239954	-1
ENSG00000225492	61.1893016244008	-3.23062248226854	0.490834165745463	-6.58190221408482	4.64467041856193e-11	2.77699683580908e-09	GBP1P1	ENSG00000225492	GBP1P1	transcribed_unprocessed_pseudogene	guanylate binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39561]	1	89407679	89426243	1
ENSG00000125354	841.13218187614	1.57854424675691	0.240200391064426	6.57178050277827	4.97171178328758e-11	2.96429707544271e-09	SEPT6	ENSG00000125354	SEPT6	protein_coding	septin 6 [Source:HGNC Symbol;Acc:HGNC:15848]	X	119615724	119693370	-1
ENSG00000067840	324.249890766642	1.93841740302603	0.295664685057844	6.55613436771049	5.52204790581021e-11	3.28333036255964e-09	PDZD4	ENSG00000067840	PDZD4	protein_coding	PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]	X	153802166	153830565	-1
ENSG00000254166	315.52172714099	6.83144873814151	1.04401410788234	6.54344485056655	6.011766064936e-11	3.56466261106563e-09	PCAT2	ENSG00000254166	CASC19	lncRNA	cancer susceptibility 19 [Source:HGNC Symbol;Acc:HGNC:49476]	8	127072694	127227541	-1
ENSG00000056998	66.520088582412	3.52274933825138	0.538645390031556	6.54001575701781	6.15123521328947e-11	3.63734029480337e-09	GYG2	ENSG00000056998	GYG2	protein_coding	glycogenin 2 [Source:HGNC Symbol;Acc:HGNC:4700]	X	2828822	2882820	1
ENSG00000071655	2381.18854711872	-1.46548532776114	0.224272025463664	-6.53440982989905	6.38608549632269e-11	3.76586586911916e-09	MBD3	ENSG00000071655	MBD3	protein_coding	methyl-CpG binding domain protein 3 [Source:NCBI gene;Acc:53615]	19	1573596	1592865	-1
ENSG00000145147	288.806359002008	2.02814311077549	0.310512871336836	6.53159111261257	6.50746145295295e-11	3.82695629271474e-09	SLIT2	ENSG00000145147	SLIT2	protein_coding	slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086]	4	20251905	20620561	1
ENSG00000005249	1099.54854561634	1.49549259689726	0.22939594848333	6.51926333827964	7.06535184457429e-11	4.14372297282335e-09	PRKAR2B	ENSG00000005249	PRKAR2B	protein_coding	protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]	7	107044705	107161811	1
ENSG00000114805	1224.48088314963	1.45048931821677	0.22282330714138	6.50959424678336	7.53540660142863e-11	4.40739379590081e-09	PLCH1	ENSG00000114805	PLCH1	protein_coding	phospholipase C eta 1 [Source:HGNC Symbol;Acc:HGNC:29185]	3	155375580	155745067	-1
ENSG00000113645	333.471826964753	-2.32848337624957	0.358029653020215	-6.50360481766605	7.84177362913102e-11	4.57415543613594e-09	WWC1	ENSG00000113645	WWC1	protein_coding	WW and C2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29435]	5	168291651	168472303	1
ENSG00000180938	58.6632821151486	-3.35529423593733	0.517747277273818	-6.48056374840737	9.13805342893452e-11	5.31587735146991e-09	ZNF572	ENSG00000180938	ZNF572	protein_coding	zinc finger protein 572 [Source:HGNC Symbol;Acc:HGNC:26758]	8	124973295	124979389	1
ENSG00000088836	81.8246280012477	-2.93388493280833	0.453239363751864	-6.47314679052138	9.598262286373e-11	5.56854440571139e-09	SLC4A11	ENSG00000088836	SLC4A11	protein_coding	solute carrier family 4 member 11 [Source:HGNC Symbol;Acc:HGNC:16438]	20	3227417	3239559	-1
ENSG00000175471	1237.93515452025	-1.41873739664618	0.219320326913592	-6.4687911814263	9.87900022523343e-11	5.71601077548184e-09	MCTP1	ENSG00000175471	MCTP1	protein_coding	multiple C2 and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26183]	5	94703741	95284575	-1
ENSG00000124201	5757.33372272112	-1.28002378911321	0.1980137923154	-6.46431631931156	1.01757815421153e-10	5.87194428719809e-09	ZNFX1	ENSG00000124201	ZNFX1	protein_coding	zinc finger NFX1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29271]	20	49237946	49278426	-1
ENSG00000213949	1327.38625991214	1.49764444435059	0.231988573208361	6.45568194863408	1.07732656084065e-10	6.20010077420701e-09	ITGA1	ENSG00000213949	ITGA1	protein_coding	integrin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6134]	5	52787896	52959210	1
ENSG00000117226	1400.73876064653	-1.45671378600637	0.225681081613661	-6.45474479114775	1.08401424269058e-10	6.2219526825792e-09	GBP3	ENSG00000117226	GBP3	protein_coding	guanylate binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4184]	1	89006679	89022894	-1
ENSG00000165995	88.3771966796007	2.678568840076	0.415234073204699	6.45074432212007	1.11302138627082e-10	6.37145540374816e-09	CACNB2	ENSG00000165995	CACNB2	protein_coding	calcium voltage-gated channel auxiliary subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:1402]	10	18140677	18543557	1
ENSG00000198796	847.613270229788	2.05882947544265	0.319358684471008	6.44676213785429	1.14264902785476e-10	6.5237076062456e-09	ALPK2	ENSG00000198796	ALPK2	protein_coding	alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:20565]	18	58481247	58629091	-1
ENSG00000188313	1747.79569934627	-1.53398794131602	0.238206988152333	-6.43972686617839	1.19688690916797e-10	6.81528937379136e-09	PLSCR1	ENSG00000188313	PLSCR1	protein_coding	phospholipid scramblase 1 [Source:HGNC Symbol;Acc:HGNC:9092]	3	146515180	146544856	-1
ENSG00000171552	6569.25444056229	-1.40133390384838	0.218069640291297	-6.42608435533016	1.30932762730908e-10	7.4358754222165e-09	BCL2L1	ENSG00000171552	BCL2L1	protein_coding	BCL2 like 1 [Source:HGNC Symbol;Acc:HGNC:992]	20	31664452	31723989	-1
ENSG00000136867	1712.8638592473	-1.25389116397863	0.195153021201917	-6.42516911219777	1.31722994418653e-10	7.4610677154397e-09	SLC31A2	ENSG00000136867	SLC31A2	protein_coding	solute carrier family 31 member 2 [Source:HGNC Symbol;Acc:HGNC:11017]	9	113150976	113164140	1
ENSG00000267059	760.165615731091	-2.02907502295431	0.315862647090818	-6.42391571666562	1.32812758024582e-10	7.50304935359872e-09	NA	ENSG00000267059	AC005943.1	protein_coding	novel transcript, readthrough between UQCR11 and MBD3	19	1578339	1605445	-1
ENSG00000146006	2185.55022111438	-1.2797975346232	0.199709732502445	-6.40828826210324	1.47162472915861e-10	8.2919504372801e-09	LRRTM2	ENSG00000146006	LRRTM2	protein_coding	leucine rich repeat transmembrane neuronal 2 [Source:HGNC Symbol;Acc:HGNC:19409]	5	138868921	138875368	-1
ENSG00000110013	693.860414254528	-1.45332876718946	0.226837916586777	-6.40690405315678	1.48504206156478e-10	8.34570374232909e-09	SIAE	ENSG00000110013	SIAE	protein_coding	sialic acid acetylesterase [Source:HGNC Symbol;Acc:HGNC:18187]	11	124633113	124695707	-1
ENSG00000178752	1534.73340364183	-2.01523525279176	0.3150338181878	-6.39688546577062	1.58578183008309e-10	8.88863752883035e-09	ERFE	ENSG00000178752	ERFE	protein_coding	erythroferrone [Source:HGNC Symbol;Acc:HGNC:26727]	2	238158970	238168900	1
ENSG00000022267	760.081830566418	1.48373449930289	0.232036955297554	6.39438876191171	1.61190843919369e-10	9.01161486888443e-09	FHL1	ENSG00000022267	FHL1	protein_coding	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]	X	136146702	136211359	1
ENSG00000263535	52.6614722905436	3.28533696709495	0.514422393661074	6.386457913921	1.69772128600941e-10	9.46677537825558e-09	NA	ENSG00000263535	AK4P1	processed_pseudogene	adenylate kinase 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:364]	17	31345519	31346190	1
ENSG00000187123	183.485874806732	-2.02934354974669	0.317918290208681	-6.38322365289093	1.73398368873288e-10	9.64399610239962e-09	LYPD6	ENSG00000187123	LYPD6	protein_coding	LY6/PLAUR domain containing 6 [Source:HGNC Symbol;Acc:HGNC:28751]	2	149329985	149474138	1
ENSG00000285330	29.8479727493505	8.44050510304535	1.32484505282887	6.37093755607328	1.8787612949533e-10	1.04222830187048e-08	NA	ENSG00000285330	AC126283.2	protein_coding	novel protein	4	109713916	109801999	-1
ENSG00000104369	1180.81529227346	-1.59776544841326	0.251056507892387	-6.36416662458369	1.96352894410068e-10	1.08645236485406e-08	JPH1	ENSG00000104369	JPH1	protein_coding	junctophilin 1 [Source:HGNC Symbol;Acc:HGNC:14201]	8	74234700	74321540	-1
ENSG00000135074	11948.5583254378	-1.31273253540969	0.206326005664142	-6.36241917825212	1.98600547762233e-10	1.09607133077803e-08	ADAM19	ENSG00000135074	ADAM19	protein_coding	ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197]	5	157395534	157575775	-1
ENSG00000074416	221.400285995634	2.68512594441408	0.422684375128319	6.35255548208736	2.1176700738302e-10	1.16574758744555e-08	MGLL	ENSG00000074416	MGLL	protein_coding	monoglyceride lipase [Source:HGNC Symbol;Acc:HGNC:17038]	3	127689062	128052190	-1
ENSG00000112559	64.9790202348689	3.66204230066711	0.576662268381268	6.3504108062189	2.14740690792389e-10	1.17610143221766e-08	MDFI	ENSG00000112559	MDFI	protein_coding	MyoD family inhibitor [Source:HGNC Symbol;Acc:HGNC:6967]	6	41636882	41654246	1
ENSG00000276410	2751.86059549144	-1.83920627508145	0.289615048165107	-6.35052041229891	2.14587733212966e-10	1.17610143221766e-08	HIST1H2BB	ENSG00000276410	HIST1H2BB	protein_coding	histone cluster 1 H2B family member b [Source:HGNC Symbol;Acc:HGNC:4751]	6	26043277	26043657	-1
