	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	ensembl	external_gene	gene_biotype	description	chromosome_name	start_position	end_position	strand
ENSG00000208772	178.898096440473	2.98254624873283	0.563003487666444	5.29756265115691	1.17358644424501e-07	1.17536268318765e-05	SNORD94	ENSG00000208772	SNORD94	snoRNA	small nucleolar RNA, C/D box 94 [Source:HGNC Symbol;Acc:HGNC:32756]	2	86135870	86136006	1
ENSG00000254911	962.978163652932	-1.21439268418364	0.229562324283065	-5.29003479981416	1.22293089380767e-07	1.21819696776712e-05	SCARNA9	ENSG00000254911	SCARNA9	lncRNA	small Cajal body-specific RNA 9 [Source:HGNC Symbol;Acc:HGNC:32566]	11	93721513	93721865	1
ENSG00000180879	2523.07108808375	-1.0495009568645	0.198431446538341	-5.28898506347236	1.22996933629538e-07	1.21865624935191e-05	SSR4	ENSG00000180879	SSR4	protein_coding	signal sequence receptor subunit 4 [Source:HGNC Symbol;Acc:HGNC:11326]	X	153793516	153798505	1
ENSG00000158710	13354.2760230184	-0.949511933657804	0.17967679853259	-5.28455505336478	1.26010650877014e-07	1.24187518055815e-05	TAGLN2	ENSG00000158710	TAGLN2	protein_coding	transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554]	1	159918107	159925732	-1
ENSG00000204540	91.2366751081863	-3.55271384788017	0.672596568778739	-5.28208738015268	1.2772025217026e-07	1.25206393238655e-05	PSORS1C1	ENSG00000204540	PSORS1C1	protein_coding	psoriasis susceptibility 1 candidate 1 [Source:HGNC Symbol;Acc:HGNC:17202]	6	31114750	31140092	1
ENSG00000225746	626.108957139016	-1.82438997354192	0.345933095324928	-5.27382317042636	1.33610651519207e-07	1.296093272957e-05	NA	ENSG00000225746	MEG8	lncRNA	maternally expressed 8, small nucleolar RNA host gene [Source:HGNC Symbol;Acc:HGNC:14574]	14	100894770	101038859	1
ENSG00000240036	23.8483382702136	5.54486966835076	1.05138010576185	5.27389631776688	1.33557380274778e-07	1.296093272957e-05	NA	ENSG00000240036	AC104563.1	processed_pseudogene	novel pseudogene	11	27581680	27582055	1
ENSG00000099864	31.2692481035933	4.0612890504465	0.770523257567987	5.27081955094412	1.3581594603872e-07	1.31062387927365e-05	PALM	ENSG00000099864	PALM	protein_coding	paralemmin [Source:HGNC Symbol;Acc:HGNC:8594]	19	708935	748329	1
ENSG00000174028	1507.59361176303	-1.23133312628229	0.233715538273263	-5.26851203552674	1.3753402662063e-07	1.32032665555805e-05	NA	ENSG00000174028	FAM3C2	processed_pseudogene	family with sequence similarity 3 member C2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:34501]	X	23075758	23076767	1
ENSG00000112304	683.739903105301	-1.12259214887063	0.213173744692967	-5.26609011108518	1.3935989900434e-07	1.32413344038585e-05	ACOT13	ENSG00000112304	ACOT13	protein_coding	acyl-CoA thioesterase 13 [Source:HGNC Symbol;Acc:HGNC:20999]	6	24667035	24705065	1
ENSG00000185942	116.182787933468	2.46733479119312	0.468449393282031	5.26702526799444	1.38652128734417e-07	1.32413344038585e-05	NKAIN3	ENSG00000185942	NKAIN3	protein_coding	sodium/potassium transporting ATPase interacting 3 [Source:HGNC Symbol;Acc:HGNC:26829]	8	62248591	62999652	1
ENSG00000078549	416.598555637712	1.65319084300371	0.314064138910138	5.26386377235107	1.41058987686764e-07	1.33343924686754e-05	ADCYAP1R1	ENSG00000078549	ADCYAP1R1	protein_coding	ADCYAP receptor type I [Source:HGNC Symbol;Acc:HGNC:242]	7	31052461	31111479	1
ENSG00000169239	891.85854964672	-1.5293321374109	0.290990503005152	-5.25560841888996	1.47535906583206e-07	1.38758643511352e-05	CA5B	ENSG00000169239	CA5B	protein_coding	carbonic anhydrase 5B [Source:HGNC Symbol;Acc:HGNC:1378]	X	15688830	15788411	1
ENSG00000226822	45.680608135437	-3.28954563469694	0.62669795578503	-5.24901286868937	1.52916394467471e-07	1.4309267458047e-05	NA	ENSG00000226822	AL390036.1	lncRNA	novel transcript	1	108040263	108076020	1
ENSG00000106823	288.541697825287	-1.74599909764553	0.332759744541399	-5.24702619919313	1.54573924683076e-07	1.43916868167238e-05	ECM2	ENSG00000106823	ECM2	protein_coding	extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3154]	9	92493554	92536655	-1
ENSG00000150687	733.536860294679	-1.33277645493938	0.254563421718395	-5.23553794941416	1.64505018572788e-07	1.52397449205831e-05	PRSS23	ENSG00000150687	PRSS23	protein_coding	serine protease 23 [Source:HGNC Symbol;Acc:HGNC:14370]	11	86791059	86952910	1
ENSG00000151923	850.28063311889	1.34767822523046	0.257581841644515	5.23203893809552	1.67650422699535e-07	1.54538658297363e-05	TIAL1	ENSG00000151923	TIAL1	protein_coding	TIA1 cytotoxic granule associated RNA binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11804]	10	119571802	119597029	-1
ENSG00000071889	571.141523315359	-1.20680783090943	0.230809703618748	-5.22858359933965	1.70813593155129e-07	1.5667496306823e-05	FAM3A	ENSG00000071889	FAM3A	protein_coding	family with sequence similarity 3 member A [Source:HGNC Symbol;Acc:HGNC:13749]	X	154506159	154516242	-1
ENSG00000179604	588.207722421906	1.4558594639472	0.278555969563505	5.22645221435576	1.72793449820689e-07	1.57710198929937e-05	CDC42EP4	ENSG00000179604	CDC42EP4	protein_coding	CDC42 effector protein 4 [Source:HGNC Symbol;Acc:HGNC:17147]	17	73283624	73312005	-1
ENSG00000079691	751.946421037662	-1.29579097380161	0.248257304247273	-5.21954823335615	1.79360100613484e-07	1.62901173733658e-05	CARMIL1	ENSG00000079691	CARMIL1	protein_coding	capping protein regulator and myosin 1 linker 1 [Source:HGNC Symbol;Acc:HGNC:21581]	6	25279078	25620530	1
ENSG00000198732	50.6862525852998	3.37360384876814	0.646911011265867	5.21494268920654	1.83874075450673e-07	1.66186286339027e-05	SMOC1	ENSG00000198732	SMOC1	protein_coding	SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]	14	69854131	70032366	1
ENSG00000154645	416.034626669043	-1.7018456744945	0.326897403187045	-5.20605443145943	1.92898084587254e-07	1.73495908312264e-05	CHODL	ENSG00000154645	CHODL	protein_coding	chondrolectin [Source:HGNC Symbol;Acc:HGNC:17807]	21	17901263	18267373	1
ENSG00000129680	1601.97019760553	-0.964461363985869	0.185345366115239	-5.2035903794121	1.95474617951448e-07	1.74963947893934e-05	MAP7D3	ENSG00000129680	MAP7D3	protein_coding	MAP7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25742]	X	136213220	136256482	-1
ENSG00000164638	295.043445286045	1.54079124288187	0.297055633176748	5.18687771177562	2.13849051911916e-07	1.90490155472307e-05	SLC29A4	ENSG00000164638	SLC29A4	protein_coding	solute carrier family 29 member 4 [Source:HGNC Symbol;Acc:HGNC:23097]	7	5274369	5306870	1
ENSG00000120256	1176.43450129687	-1.0284708921758	0.198336925758995	-5.18547359872628	2.15466610860384e-07	1.91012696938813e-05	LRP11	ENSG00000120256	LRP11	protein_coding	LDL receptor related protein 11 [Source:HGNC Symbol;Acc:HGNC:16936]	6	149818798	149864026	-1
ENSG00000124766	2093.61956940958	1.46414661080523	0.28242385633474	5.18421718974711	2.16924030733317e-07	1.91388973401281e-05	SOX4	ENSG00000124766	SOX4	protein_coding	SRY-box 4 [Source:HGNC Symbol;Acc:HGNC:11200]	6	21592768	21598619	1
ENSG00000197822	601.419478719345	-1.38872272251974	0.268049781413953	-5.18083885461228	2.20890261348379e-07	1.93225964868893e-05	OCLN	ENSG00000197822	OCLN	protein_coding	occludin [Source:HGNC Symbol;Acc:HGNC:8104]	5	69492292	69558104	1
ENSG00000203995	97.8984143742604	1.90305617883825	0.36733794308494	5.180668685778	2.21091885536514e-07	1.93225964868893e-05	ZYG11A	ENSG00000203995	ZYG11A	protein_coding	zyg-11 family member A, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:32058]	1	52842511	52894998	1
ENSG00000205978	249.570511848323	1.67498635153652	0.323986855754254	5.16992069828602	2.34193353188338e-07	2.03715232294532e-05	NYNRIN	ENSG00000205978	NYNRIN	protein_coding	NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:HGNC:20165]	14	24399003	24419283	1
ENSG00000100228	186.013515386341	1.63458749910408	0.316749104431756	5.16051182539728	2.46275604928529e-07	2.1322403776242e-05	RAB36	ENSG00000100228	RAB36	protein_coding	RAB36, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9775]	22	23145326	23164350	1
ENSG00000074590	414.074608500558	1.43987952201551	0.27945142504717	5.15252166551832	2.57006914231884e-07	2.20454819763349e-05	NUAK1	ENSG00000074590	NUAK1	protein_coding	NUAK family kinase 1 [Source:HGNC Symbol;Acc:HGNC:14311]	12	106063340	106140033	-1
ENSG00000078053	251.12289823542	1.86540668681745	0.361987941640096	5.15322880194754	2.56039253282553e-07	2.20454819763349e-05	AMPH	ENSG00000078053	AMPH	protein_coding	amphiphysin [Source:HGNC Symbol;Acc:HGNC:471]	7	38383704	38631420	-1
ENSG00000121064	299.064037486847	1.53180275996453	0.29746824623585	5.14946647028009	2.61228465629338e-07	2.23043364570524e-05	SCPEP1	ENSG00000121064	SCPEP1	protein_coding	serine carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:29507]	17	56978105	57006768	1
ENSG00000101203	59.5870465634684	4.04340796009595	0.785591110031823	5.14696246999557	2.64738266556196e-07	2.25003238658404e-05	COL20A1	ENSG00000101203	COL20A1	protein_coding	collagen type XX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:14670]	20	63293186	63334851	1
ENSG00000287856	16.2340635167877	-7.44451451889945	1.44692891271459	-5.14504510448462	2.67456542223582e-07	2.2627556229765e-05	NA	ENSG00000287856	AL445524.2	protein_coding	novel protein	1	231363797	231528603	-1
ENSG00000135424	3511.33682812353	-1.28896320300232	0.250625733290391	-5.14298027612691	2.70414022218148e-07	2.27737772893538e-05	ITGA7	ENSG00000135424	ITGA7	protein_coding	integrin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:6143]	12	55684568	55716043	-1
ENSG00000173208	1028.81271543368	-1.12344946998086	0.21868466296471	-5.13730343385881	2.78708743600305e-07	2.33661339431061e-05	ABCD2	ENSG00000173208	ABCD2	protein_coding	ATP binding cassette subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:66]	12	39550033	39619803	-1
ENSG00000138439	650.879197023679	1.08846193470215	0.211935028167716	5.13582839095757	2.80903901313946e-07	2.34440877637153e-05	FAM117B	ENSG00000138439	FAM117B	protein_coding	family with sequence similarity 117 member B [Source:HGNC Symbol;Acc:HGNC:14440]	2	202634969	202769757	1
ENSG00000056291	49.2896168949894	3.70721357320224	0.724129212856943	5.11954704682605	3.06270360596247e-07	2.54465347135752e-05	NPFFR2	ENSG00000056291	NPFFR2	protein_coding	neuropeptide FF receptor 2 [Source:HGNC Symbol;Acc:HGNC:4525]	4	72031804	72148067	1
ENSG00000179761	5104.30853994682	-1.4379382848232	0.281076660494241	-5.11582243184032	3.12376829636429e-07	2.58380263370704e-05	PIPOX	ENSG00000179761	PIPOX	protein_coding	pipecolic acid and sarcosine oxidase [Source:HGNC Symbol;Acc:HGNC:17804]	17	28950513	29057216	1
ENSG00000231826	52.0417369077167	-3.18848726178181	0.623553425914528	-5.1134147119879	3.16386639780944e-07	2.60533851638282e-05	LINC01819	ENSG00000231826	LINC01819	lncRNA	long intergenic non-protein coding RNA 1819 [Source:HGNC Symbol;Acc:HGNC:52624]	2	43027823	43040662	-1
ENSG00000123146	3158.55834137355	-1.24279776808133	0.243189282617023	-5.110413397775	3.21454639714727e-07	2.63535909939578e-05	ADGRE5	ENSG00000123146	ADGRE5	protein_coding	adhesion G protein-coupled receptor E5 [Source:HGNC Symbol;Acc:HGNC:1711]	19	14380501	14408725	1
ENSG00000100473	1678.384572074	1.13058112268806	0.22130519846164	5.10869663499581	3.24388697774661e-07	2.63723034452915e-05	COCH	ENSG00000100473	COCH	protein_coding	cochlin [Source:HGNC Symbol;Acc:HGNC:2180]	14	30874514	30895065	1
ENSG00000179242	2380.51594112661	1.421204550807	0.278197647977827	5.10861454486587	3.24529640842317e-07	2.63723034452915e-05	CDH4	ENSG00000179242	CDH4	protein_coding	cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763]	20	61252261	61940617	1
ENSG00000136485	4686.29867201926	0.937422222297954	0.18386964477187	5.09829789175385	3.42721186858137e-07	2.77289875550549e-05	DCAF7	ENSG00000136485	DCAF7	protein_coding	DDB1 and CUL4 associated factor 7 [Source:HGNC Symbol;Acc:HGNC:30915]	17	63550477	63594279	1
ENSG00000144908	5301.61784326868	-1.18054932068713	0.232471825256256	-5.07824687738308	3.80933505366734e-07	3.06866782062385e-05	ALDH1L1	ENSG00000144908	ALDH1L1	protein_coding	aldehyde dehydrogenase 1 family member L1 [Source:HGNC Symbol;Acc:HGNC:3978]	3	126103562	126197994	-1
ENSG00000121060	1221.60887959057	1.15982737533158	0.22858865729287	5.07386232137316	3.8982115173631e-07	3.12666939366682e-05	TRIM25	ENSG00000121060	TRIM25	protein_coding	tripartite motif containing 25 [Source:HGNC Symbol;Acc:HGNC:12932]	17	56836387	56914080	-1
ENSG00000265401	105.402062023562	1.75855481392813	0.347009255744398	5.06774613304106	4.02553795231736e-07	3.21487789571276e-05	NA	ENSG00000265401	AC093484.3	lncRNA	novel transcript	17	16382152	16382669	-1
ENSG00000100867	42.1159577920975	2.74828223956574	0.543676454546764	5.05499588327186	4.30400052541399e-07	3.42251166244079e-05	DHRS2	ENSG00000100867	DHRS2	protein_coding	dehydrogenase/reductase 2 [Source:HGNC Symbol;Acc:HGNC:18349]	14	23630115	23645639	1
ENSG00000171587	832.06911861727	1.62045683806925	0.320763657173881	5.05187168754229	4.37501577587054e-07	3.46411505535595e-05	DSCAM	ENSG00000171587	DSCAM	protein_coding	DS cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:3039]	21	40010999	40847158	-1
ENSG00000221420	1051.19731265062	1.27608959219423	0.252901037069977	5.04580608675455	4.51613264177433e-07	3.56063428028914e-05	SNORA81	ENSG00000221420	SNORA81	snoRNA	small nucleolar RNA, H/ACA box 81 [Source:HGNC Symbol;Acc:HGNC:32667]	3	186786675	186786852	1
ENSG00000117713	1212.08330512357	1.38622272642996	0.274979088915112	5.04119324818149	4.62637982069623e-07	3.63210022533304e-05	ARID1A	ENSG00000117713	ARID1A	protein_coding	AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]	1	26693236	26782104	1
ENSG00000146005	103.297536030722	2.70379167826989	0.536460793522869	5.04005457792066	4.6539910360679e-07	3.63836058718422e-05	PSD2	ENSG00000146005	PSD2	protein_coding	pleckstrin and Sec7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19092]	5	139795808	139844466	1
ENSG00000196917	222.936595793186	1.51191986400603	0.300191337778891	5.0365206244547	4.74070051579676e-07	3.69057559481859e-05	HCAR1	ENSG00000196917	HCAR1	protein_coding	hydroxycarboxylic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4532]	12	122726076	122730843	-1
ENSG00000120885	7452.89761779574	-1.16794652160829	0.23288209495484	-5.01518385015718	5.29827781170492e-07	4.1073845730238e-05	CLU	ENSG00000120885	CLU	protein_coding	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]	8	27596917	27615031	-1
ENSG00000145022	1821.87523090825	-0.950369426393467	0.189551413533104	-5.01378179502466	5.33705089975277e-07	4.12020329460914e-05	TCTA	ENSG00000145022	TCTA	protein_coding	T cell leukemia translocation altered [Source:HGNC Symbol;Acc:HGNC:11692]	3	49412206	49416475	1
ENSG00000105518	1027.4829195008	-0.996415800899514	0.198778088194567	-5.01270441802523	5.36703093372172e-07	4.12615556597494e-05	TMEM205	ENSG00000105518	TMEM205	protein_coding	transmembrane protein 205 [Source:HGNC Symbol;Acc:HGNC:29631]	19	11342776	11346518	-1
ENSG00000142599	789.235296209175	1.45085169082114	0.289519225929506	5.01124471496897	5.40790905308464e-07	4.1404024353534e-05	RERE	ENSG00000142599	RERE	protein_coding	arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965]	1	8352397	8848921	-1
ENSG00000252891	63.1063502451066	3.54458061663442	0.709376044027705	4.99675827295908	5.83020746301501e-07	4.44535324587416e-05	NA	ENSG00000252891	RF00019	misc_RNA		6	89898283	89898392	-1
ENSG00000105894	27307.8322444092	-0.949302052692968	0.190333816341448	-4.98756380206223	6.11454298623269e-07	4.64304313315243e-05	PTN	ENSG00000105894	PTN	protein_coding	pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]	7	137227341	137343865	-1
ENSG00000198797	128.994816481467	2.28348164258701	0.458038741635824	4.98534607450859	6.18510033312543e-07	4.67745057029175e-05	BRINP2	ENSG00000198797	BRINP2	protein_coding	BMP/retinoic acid inducible neural specific 2 [Source:HGNC Symbol;Acc:HGNC:13746]	1	177170958	177282422	1
ENSG00000135535	9030.63850626788	-0.948645242093512	0.190444224775594	-4.98122346955561	6.3183524367619e-07	4.73953173879856e-05	CD164	ENSG00000135535	CD164	protein_coding	CD164 molecule [Source:HGNC Symbol;Acc:HGNC:1632]	6	109366514	109382467	-1
ENSG00000173559	101.332426587211	1.85099769163978	0.371545236598864	4.98189051912997	6.29660580716487e-07	4.73953173879856e-05	NABP1	ENSG00000173559	NABP1	protein_coding	nucleic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26232]	2	191678068	191696659	1
ENSG00000104967	107.440783169223	1.99522946330321	0.401014559187765	4.97545392702064	6.50949164135496e-07	4.86322020689616e-05	NOVA2	ENSG00000104967	NOVA2	protein_coding	NOVA alternative splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:7887]	19	45933734	45973865	-1
ENSG00000143614	1214.58988464388	1.24431995124677	0.250232330538999	4.97265860317294	6.60409018966742e-07	4.91407963992602e-05	GATAD2B	ENSG00000143614	GATAD2B	protein_coding	GATA zinc finger domain containing 2B [Source:HGNC Symbol;Acc:HGNC:30778]	1	153789030	153923360	-1
ENSG00000101680	60.5980337779799	4.12836744214545	0.831368082138223	4.96575166985912	6.84354800957609e-07	5.07189030085703e-05	LAMA1	ENSG00000101680	LAMA1	protein_coding	laminin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6481]	18	6941742	7117797	-1
ENSG00000038295	14.1725567214398	7.29041302901582	1.46879030487676	4.9635492587402	6.92164759001861e-07	5.10933412541294e-05	TLL1	ENSG00000038295	TLL1	protein_coding	tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]	4	165873237	166104457	1
ENSG00000155016	2317.01466932649	-0.959421419251674	0.193504988908768	-4.95812239602779	7.11777184546465e-07	5.23325701399877e-05	CYP2U1	ENSG00000155016	CYP2U1	protein_coding	cytochrome P450 family 2 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:20582]	4	107931549	107953461	1
ENSG00000159784	415.928640924522	2.2094629780785	0.445741224051034	4.95682889277824	7.16530263940064e-07	5.24738052580297e-05	FAM131B	ENSG00000159784	FAM131B	protein_coding	family with sequence similarity 131 member B [Source:HGNC Symbol;Acc:HGNC:22202]	7	143353400	143362770	-1
ENSG00000131668	130.999260767887	2.08521728962182	0.421172096661498	4.95098632162648	7.38382939459154e-07	5.38612563082646e-05	BARX1	ENSG00000131668	BARX1	protein_coding	BARX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:955]	9	93951627	93955355	-1
ENSG00000139044	94.3169910457755	1.99076054903023	0.402943332050512	4.94054719530804	7.79036328633219e-07	5.66038631251619e-05	B4GALNT3	ENSG00000139044	B4GALNT3	protein_coding	beta-1,4-N-acetyl-galactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24137]	12	460364	563509	1
ENSG00000083067	738.912341691284	1.91426760870191	0.387588201448942	4.9389212611367	7.85559216391098e-07	5.66336231956975e-05	TRPM3	ENSG00000083067	TRPM3	protein_coding	transient receptor potential cation channel subfamily M member 3 [Source:HGNC Symbol;Acc:HGNC:17992]	9	70529063	71446904	-1
ENSG00000269888	64.1862317319335	2.73167213804967	0.553032228135197	4.93944475398977	7.83453357979696e-07	5.66336231956975e-05	NA	ENSG00000269888	AC112491.1	lncRNA	novel transcript	3	161429112	161429613	1
ENSG00000198719	116.588475238988	1.98174163728855	0.401459361874483	4.93634431150255	7.96005259902009e-07	5.71642847111024e-05	DLL1	ENSG00000198719	DLL1	protein_coding	delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]	6	170282206	170306565	-1
ENSG00000198695	843.013334909711	-1.25751976189497	0.255018884725234	-4.93108486161668	8.17741974200666e-07	5.84985455520847e-05	ND6	ENSG00000198695	MT-ND6	protein_coding	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6 [Source:HGNC Symbol;Acc:HGNC:7462]	MT	14149	14673	-1
ENSG00000144791	2005.17179315292	1.05757451886503	0.214538522642678	4.92953202920325	8.2426821757474e-07	5.85135691004781e-05	LIMD1	ENSG00000144791	LIMD1	protein_coding	LIM domains containing 1 [Source:HGNC Symbol;Acc:HGNC:6612]	3	45555394	45686341	1
ENSG00000181222	1611.4280640934	1.2164574520221	0.246746975330245	4.92997918371237	8.22383791803879e-07	5.85135691004781e-05	NA	ENSG00000181222	POLR2A	protein_coding	RNA polymerase II subunit A [Source:HGNC Symbol;Acc:HGNC:9187]	17	7484366	7514618	1
ENSG00000136114	987.997712212256	-1.64661476807736	0.334622541607111	-4.92081244786758	8.61856911716215e-07	6.09484154972444e-05	THSD1	ENSG00000136114	THSD1	protein_coding	thrombospondin type 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17754]	13	52377167	52416373	-1
ENSG00000118971	19771.0443988245	0.980950940840432	0.199527154497966	4.91637814065269	8.81600321767947e-07	6.18723134913505e-05	CCND2	ENSG00000118971	CCND2	protein_coding	cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]	12	4273762	4305353	1
ENSG00000171634	5750.44108498295	1.13052294738009	0.22991854627449	4.91705852224033	8.78542940982325e-07	6.18723134913505e-05	BPTF	ENSG00000171634	BPTF	protein_coding	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]	17	67825503	67984378	1
ENSG00000112335	4653.13936516589	-0.971806059638712	0.197748345739373	-4.91435746784717	8.90740988671064e-07	6.2277920898481e-05	SNX3	ENSG00000112335	SNX3	protein_coding	sorting nexin 3 [Source:HGNC Symbol;Acc:HGNC:11174]	6	108211222	108261246	-1
ENSG00000089472	1585.99664781249	-1.24153535391806	0.252879803640392	-4.90958683155095	9.12684810373532e-07	6.35722713030105e-05	HEPH	ENSG00000089472	HEPH	protein_coding	hephaestin [Source:HGNC Symbol;Acc:HGNC:4866]	X	66162549	66268867	1
ENSG00000228528	94.5590267922595	-2.02283794657541	0.412354105397196	-4.9055845936757	9.31494826906286e-07	6.46394612468901e-05	NA	ENSG00000228528	AC068057.1	lncRNA	novel transcript	2	104702650	104705813	1
ENSG00000167535	477.795915562503	1.27059187956538	0.259246277260207	4.90109980746252	9.53016209403741e-07	6.58861355516139e-05	CACNB3	ENSG00000167535	CACNB3	protein_coding	calcium voltage-gated channel auxiliary subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:1403]	12	48813794	48828941	1
ENSG00000169247	788.642526901722	-1.44642472373765	0.295334238262231	-4.89758563805038	9.70213548766836e-07	6.68257123849514e-05	SH3TC2	ENSG00000169247	SH3TC2	protein_coding	SH3 domain and tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:29427]	5	148923639	149063163	-1
ENSG00000265185	4990.32436412616	1.00973250127019	0.206543293658518	4.88872082644134	1.01493305281745e-06	6.96469614911172e-05	SNORD3B-1	ENSG00000265185	SNORD3B-1	snoRNA	small nucleolar RNA, C/D box 3B-1 [Source:HGNC Symbol;Acc:HGNC:10168]	17	19061912	19062669	1
ENSG00000125285	231.057887006621	1.64091613560312	0.335722562602065	4.88771479308677	1.02013170148254e-06	6.97437784331372e-05	SOX21	ENSG00000125285	SOX21	protein_coding	SRY-box 21 [Source:HGNC Symbol;Acc:HGNC:11197]	13	94709622	94712399	-1
ENSG00000182871	89.3706932971937	2.31408952339731	0.47359007830287	4.88627112225396	1.02763663170588e-06	6.97437784331372e-05	COL18A1	ENSG00000182871	COL18A1	protein_coding	collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]	21	45405165	45513720	1
ENSG00000197747	3881.11851441319	-1.20745013965647	0.247086177480287	-4.88675713052705	1.02510420087455e-06	6.97437784331372e-05	S100A10	ENSG00000197747	S100A10	protein_coding	S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:HGNC:10487]	1	151982915	151993859	-1
ENSG00000276027	670.481597850267	1.26560846315659	0.259104330382877	4.88455156765001	1.03664510240995e-06	7.00983958301149e-05	RNU12	ENSG00000276027	RNU12	snRNA	RNA, U12 small nuclear [Source:HGNC Symbol;Acc:HGNC:19380]	22	42615244	42615393	1
ENSG00000123130	2111.88709985021	-1.03102867924411	0.211578999809088	-4.87301991300853	1.09905140210746e-06	7.38961043424678e-05	ACOT9	ENSG00000123130	ACOT9	protein_coding	acyl-CoA thioesterase 9 [Source:HGNC Symbol;Acc:HGNC:17152]	X	23701055	23766475	-1
ENSG00000129675	3604.05520452579	-1.06356064134997	0.218268867715263	-4.87270884062775	1.10078393774402e-06	7.38961043424678e-05	ARHGEF6	ENSG00000129675	ARHGEF6	protein_coding	Rac/Cdc42 guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:685]	X	136665547	136780932	-1
ENSG00000211459	6105.2365890445	-1.36242652014746	0.279701997072262	-4.87099317991452	1.11038673198099e-06	7.42716439355368e-05	RNR1	ENSG00000211459	MT-RNR1	Mt_rRNA	mitochondrially encoded 12S rRNA [Source:HGNC Symbol;Acc:HGNC:7470]	MT	648	1601	1
ENSG00000155897	95.26771786478	2.52568268395538	0.519422955378816	4.86247798215501	1.1592527717043e-06	7.69843561080191e-05	ADCY8	ENSG00000155897	ADCY8	protein_coding	adenylate cyclase 8 [Source:HGNC Symbol;Acc:HGNC:239]	8	130780301	131040909	-1
ENSG00000277918	1031.01170655971	1.09021623722431	0.224199867443572	4.86269795631661	1.15796476841064e-06	7.69843561080191e-05	NA	ENSG00000277918	RF00003	snRNA		1	144560666	144560829	-1
ENSG00000204967	1114.85808204049	-1.25714537565605	0.258980811118958	-4.85420278909625	1.20871999518961e-06	7.99827288245469e-05	PCDHA4	ENSG00000204967	PCDHA4	protein_coding	protocadherin alpha 4 [Source:HGNC Symbol;Acc:HGNC:8670]	5	140806929	141012347	1
ENSG00000111799	440.29802924922	2.16767573159618	0.44684841105226	4.85103153100989	1.22821016808565e-06	8.04301803539465e-05	COL12A1	ENSG00000111799	COL12A1	protein_coding	collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]	6	75084326	75206053	-1
ENSG00000172893	2058.20577426908	-1.2365864317118	0.254951326726552	-4.85028435658269	1.23284602874141e-06	8.04301803539465e-05	DHCR7	ENSG00000172893	DHCR7	protein_coding	7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]	11	71428193	71452868	-1
ENSG00000175697	226.52768680501	1.63147898857478	0.336340308705433	4.85067934573264	1.2303932163658e-06	8.04301803539465e-05	GPR156	ENSG00000175697	GPR156	protein_coding	G protein-coupled receptor 156 [Source:HGNC Symbol;Acc:HGNC:20844]	3	120164645	120285094	-1
