	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	ensembl	external_gene	gene_biotype	description	chromosome_name	start_position	end_position	strand
ENSG00000006118	2188.43686126171	-1.56161300763749	0.308159620034381	-5.06754586296304	4.02977428484794e-07	7.82904548060257e-05	TMEM132A	ENSG00000006118	TMEM132A	protein_coding	transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]	11	60924463	60937159	1
ENSG00000165323	4545.10719234779	2.09856110359709	0.414366843322376	5.06450054442319	4.09472467729308e-07	7.87646643865841e-05	FAT3	ENSG00000165323	FAT3	protein_coding	FAT atypical cadherin 3 [Source:HGNC Symbol;Acc:HGNC:23112]	11	92352096	92896470	1
ENSG00000132554	263.007751623491	2.05756739432399	0.407223343424632	5.05267546064632	4.35663817523604e-07	8.29811435965547e-05	RGS22	ENSG00000132554	RGS22	protein_coding	regulator of G protein signaling 22 [Source:HGNC Symbol;Acc:HGNC:24499]	8	99960936	100131268	-1
ENSG00000167306	1244.53141171941	-2.03729685010861	0.405702404810256	-5.02165337437781	5.12285723957185e-07	9.66280295634971e-05	MYO5B	ENSG00000167306	MYO5B	protein_coding	myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]	18	49822789	50195147	-1
ENSG00000104368	8953.93075296104	-1.19080386332434	0.237935552724254	-5.00473279293564	5.59395726058765e-07	0.000104499424671824	PLAT	ENSG00000104368	PLAT	protein_coding	plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]	8	42175233	42207724	-1
ENSG00000188916	858.358325366051	-2.27779472126832	0.459239653996781	-4.95992604611684	7.05200214043386e-07	0.00013048218817557	FAM196A	ENSG00000188916	INSYN2A	protein_coding	inhibitory synaptic factor 2A [Source:HGNC Symbol;Acc:HGNC:33859]	10	127135426	127196591	-1
ENSG00000282278	57.3885243013272	21.7947691457401	4.40822057819306	4.94411946025483	7.64887920284795e-07	0.000140190967125406	NA	ENSG00000282278	AC058822.1	protein_coding	novel FIP1L1-PDGFRA fusion protein	4	53377839	54295272	1
ENSG00000125257	2090.56903925194	1.29354812215689	0.263624374797405	4.90678497825164	9.25814334053454e-07	0.00016810019515879	ABCC4	ENSG00000125257	ABCC4	protein_coding	ATP binding cassette subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:55]	13	95019835	95301475	-1
ENSG00000189129	211.474213416176	-1.66333154784027	0.339675160432458	-4.89683009414818	9.73949789376271e-07	0.00017359538080736	PLAC9	ENSG00000189129	PLAC9	protein_coding	placenta associated 9 [Source:HGNC Symbol;Acc:HGNC:19255]	10	80131682	80145359	1
ENSG00000189144	310.532093941832	1.53603349914642	0.313579957646521	4.89837906310928	9.66304836141842e-07	0.00017359538080736	ZNF573	ENSG00000189144	ZNF573	protein_coding	zinc finger protein 573 [Source:HGNC Symbol;Acc:HGNC:26420]	19	37735833	37817300	-1
ENSG00000173451	631.93321770607	2.27649394644674	0.465544059999787	4.88996454266388	1.00854142749893e-06	0.000178126753213175	THAP2	ENSG00000173451	THAP2	protein_coding	THAP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20854]	12	71664301	71680644	1
ENSG00000119632	280.275809800623	-1.72886150424491	0.354972308032722	-4.87041232547509	1.11365608392872e-06	0.000194919913500606	IFI27L2	ENSG00000119632	IFI27L2	protein_coding	interferon alpha inducible protein 27 like 2 [Source:HGNC Symbol;Acc:HGNC:19753]	14	94127779	94130253	-1
ENSG00000111077	157.142456435087	-1.91577671817319	0.394870028868821	-4.85166403654713	1.2242988844429e-06	0.000212372131490684	TNS2	ENSG00000111077	TNS2	protein_coding	tensin 2 [Source:HGNC Symbol;Acc:HGNC:19737]	12	53046969	53064372	1
ENSG00000224071	27.1156136828908	7.96634480751958	1.64945002805445	4.82969757920827	1.36740571800886e-06	0.000235096976013063	NA	ENSG00000224071	AC009474.1	processed_pseudogene	DNA (cytosine-5-)-methyltransferase 3 alpha (DNMT3A) pseudogene	2	66820684	66822570	-1
ENSG00000147509	75.2604256379078	3.21824289131679	0.666749940237119	4.82676142448888	1.38771195267565e-06	0.000236495331724409	RGS20	ENSG00000147509	RGS20	protein_coding	regulator of G protein signaling 20 [Source:HGNC Symbol;Acc:HGNC:14600]	8	53851795	53959303	1
ENSG00000007312	589.894316773119	-2.05608528138205	0.427818075396832	-4.80598039125598	1.53994992845144e-06	0.000260157801825692	CD79B	ENSG00000007312	CD79B	protein_coding	CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699]	17	63928740	63932354	-1
ENSG00000167772	499.389944650457	-3.05906135825449	0.640167164607004	-4.77853524420052	1.76576814841051e-06	0.00029573572058034	ANGPTL4	ENSG00000167772	ANGPTL4	protein_coding	angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039]	19	8363289	8374370	1
ENSG00000062524	112.507723572908	2.12594540402642	0.445753174582204	4.76933317641321	1.84836738036574e-06	0.0003069237732115	LTK	ENSG00000062524	LTK	protein_coding	leukocyte receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6721]	15	41503637	41513887	-1
ENSG00000089737	4452.25346237305	-0.922424191561041	0.193760138828338	-4.7606499310896	1.92970515031273e-06	0.000317714505595556	DDX24	ENSG00000089737	DDX24	protein_coding	DEAD-box helicase 24 [Source:HGNC Symbol;Acc:HGNC:13266]	14	94048287	94081212	-1
ENSG00000123243	70.3631953888386	-3.50142465040291	0.73924914340582	-4.73646088282412	2.17482695229374e-06	0.000352104483576356	ITIH5	ENSG00000123243	ITIH5	protein_coding	inter-alpha-trypsin inhibitor heavy chain 5 [Source:HGNC Symbol;Acc:HGNC:21449]	10	7559270	7666998	-1
ENSG00000170703	73.0732861413978	-3.36380274914651	0.710017499597037	-4.73763358094075	2.16228324195464e-06	0.000352104483576356	TTLL6	ENSG00000170703	TTLL6	protein_coding	tubulin tyrosine ligase like 6 [Source:HGNC Symbol;Acc:HGNC:26664]	17	48762235	48817214	-1
ENSG00000196167	44.1924320365165	3.2308213198542	0.683209684459285	4.72888688984434	2.25754102030592e-06	0.000362475263987632	NA	ENSG00000196167	COLCA1	lncRNA	colorectal cancer associated 1 [Source:HGNC Symbol;Acc:HGNC:33789]	11	111290787	111305498	-1
ENSG00000132334	1263.83386707297	-1.27009801499366	0.269398587043494	-4.71456821259648	2.42223850470016e-06	0.000385731554666514	PTPRE	ENSG00000132334	PTPRE	protein_coding	protein tyrosine phosphatase receptor type E [Source:HGNC Symbol;Acc:HGNC:9669]	10	127907061	128085855	1
ENSG00000103942	221.878084763981	2.10168652541993	0.446120402049119	4.71102983805822	2.46468143662339e-06	0.000389299438623734	HOMER2	ENSG00000103942	HOMER2	protein_coding	homer scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]	15	82836946	82986153	-1
ENSG00000234825	27.126925269241	7.95989032792535	1.69280403243818	4.70219244247696	2.573827393384e-06	0.000403260633860196	NA	ENSG00000234825	XRCC6P2	processed_pseudogene	X-ray repair cross complementing 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45184]	X	150231075	150232896	-1
ENSG00000104361	353.604302096364	2.97469743061351	0.635447369974741	4.6812648398116	2.85110322128189e-06	0.000443129867064517	NIPAL2	ENSG00000104361	NIPAL2	protein_coding	NIPA like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25854]	8	98189826	98294393	-1
ENSG00000274049	24.7816157691768	20.6310332122524	4.40931906996016	4.67896128289006	2.88331876658728e-06	0.000444580293629029	INO80B-WBP1	ENSG00000274049	INO80B-WBP1	protein_coding	INO80B-WBP1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49199]	2	74455088	74460884	1
ENSG00000196975	728.890073309251	1.52857181407886	0.327000163933621	4.67452919806225	2.94628718812802e-06	0.000450712342448434	ANXA4	ENSG00000196975	ANXA4	protein_coding	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]	2	69644425	69827112	1
ENSG00000240875	52.3617264369166	-2.41970355626036	0.518660930282797	-4.66528981649154	3.08182365974488e-06	0.000467763047355653	LINC00886	ENSG00000240875	LINC00886	lncRNA	long intergenic non-protein coding RNA 886 [Source:HGNC Symbol;Acc:HGNC:48572]	3	156747343	156817062	-1
ENSG00000014914	432.424629187352	-1.1667296413455	0.250562549470676	-4.65644065248485	3.21722962915749e-06	0.000484529746009858	MTMR11	ENSG00000014914	MTMR11	protein_coding	myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]	1	149928651	149936879	-1
ENSG00000224659	62.3574462823962	4.05019848760945	0.870357095192028	4.65349051554047	3.26362622065776e-06	0.000484750349297495	GAGE12J	ENSG00000224659	GAGE12J	protein_coding	G antigen 12J [Source:HGNC Symbol;Acc:HGNC:17778]	X	49322057	49329384	1
ENSG00000273156	233.116978568519	1.60716632173236	0.345391196288278	4.65317685859875	3.26859665215009e-06	0.000484750349297495	NA	ENSG00000273156	AC124016.2	lncRNA	novel transcript	4	82344876	82346842	-1
ENSG00000205097	38.3175280464751	8.4592409461616	1.81996693777862	4.64801902197555	3.35138014685259e-06	0.000493262223432213	FRG2	ENSG00000205097	FRG2	protein_coding	FSHD region gene 2 [Source:HGNC Symbol;Acc:HGNC:19136]	4	190024351	190027257	-1
ENSG00000144199	124.731585287272	2.11642234443833	0.458624385541949	4.61471829924043	3.93628847243947e-06	0.000574994078515443	FAHD2B	ENSG00000144199	FAHD2B	protein_coding	fumarylacetoacetate hydrolase domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25318]	2	97083583	97094882	-1
ENSG00000197142	48.1393090634781	2.55963395827452	0.554918240168716	4.61263258799404	3.97600757541581e-06	0.000576461755038644	ACSL5	ENSG00000197142	ACSL5	protein_coding	acyl-CoA synthetase long chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526]	10	112374018	112428380	1
ENSG00000272921	18.6685560980221	20.2352957501948	4.40995350060424	4.5885508197359	4.46333657313002e-06	0.000639790914301503	NA	ENSG00000272921	AC005832.4	protein_coding	novel protein	12	4604944	4662643	1
ENSG00000287424	30.0105078148331	-3.04292640054525	0.663259801630732	-4.58783480178313	4.47866812564363e-06	0.000639790914301503	NA	ENSG00000287424	AC080079.2	lncRNA	novel transcript	4	165647636	165757667	-1
ENSG00000130702	1374.11868046541	-1.42848523874201	0.3116720443712	-4.58329601432166	4.57703373431315e-06	0.000649070156133109	LAMA5	ENSG00000130702	LAMA5	protein_coding	laminin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]	20	62307955	62367312	-1
ENSG00000113721	437.624653956541	1.42250206020646	0.310650785404814	4.57910337600717	4.66973375782075e-06	0.000657417300340156	PDGFRB	ENSG00000113721	PDGFRB	protein_coding	platelet derived growth factor receptor beta [Source:HGNC Symbol;Acc:HGNC:8804]	5	150113839	150155872	-1
ENSG00000188906	1115.08165314387	-1.30740235775229	0.285925505201488	-4.57252792761871	4.81874972401877e-06	0.000673515608908177	LRRK2	ENSG00000188906	LRRK2	protein_coding	leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]	12	40196744	40369285	1
ENSG00000168079	42.057808050868	3.19125969741743	0.702589518804707	4.54213963061479	5.5686136044668e-06	0.000767283866011213	SCARA5	ENSG00000168079	SCARA5	protein_coding	scavenger receptor class A member 5 [Source:HGNC Symbol;Acc:HGNC:28701]	8	27869883	27992673	-1
ENSG00000265717	26.8841335720355	5.46043791232896	1.20190910399281	4.5431371591987	5.54231637077271e-06	0.000767283866011213	NA	ENSG00000265717	AC103808.3	lncRNA	novel transcript	18	76254292	76255214	-1
ENSG00000211448	954.013352725119	-1.7680603982664	0.389687577635213	-4.53712281257649	5.70269001025228e-06	0.000778856674183802	DIO2	ENSG00000211448	DIO2	protein_coding	iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884]	14	80197527	80387757	-1
ENSG00000228998	19.2194309787534	7.46574328331797	1.64588249075057	4.53601233701281	5.73278280874427e-06	0.000778856674183802	NA	ENSG00000228998	AC091167.1	transcribed_processed_pseudogene	PERP, TP53 apoptosis effector (PERP) pseudogene	15	90275129	90275716	1
ENSG00000165072	68.5265652781483	-2.88640578315642	0.636931288652197	-4.53173809260386	5.85003524673431e-06	0.000789267255371904	MAMDC2	ENSG00000165072	MAMDC2	protein_coding	MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]	9	70043848	70226972	1
ENSG00000152578	2879.20646971663	-1.7042304208741	0.376477265454664	-4.52678176679788	5.98887301612944e-06	0.000796930307927142	GRIA4	ENSG00000152578	GRIA4	protein_coding	glutamate ionotropic receptor AMPA type subunit 4 [Source:HGNC Symbol;Acc:HGNC:4574]	11	105609994	105982092	1
ENSG00000246731	102.256539402234	-1.88243670426617	0.415788800121566	-4.52738674951272	5.97175865110915e-06	0.000796930307927142	MGC16275	ENSG00000246731	AC100786.1	lncRNA	novel transcript, antisense to RPL38	17	74209980	74213342	-1
ENSG00000030419	258.541116332596	-1.91108191555249	0.42400505415345	-4.50721494197297	6.56840865819312e-06	0.000867565167136424	IKZF2	ENSG00000030419	IKZF2	protein_coding	IKAROS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13177]	2	212999691	213152427	-1
ENSG00000215183	2967.27192874159	2.78300080537486	0.617633861000414	4.50590710954074	6.60899962611647e-06	0.000867565167136424	MSMP	ENSG00000215183	MSMP	protein_coding	microseminoprotein, prostate associated [Source:HGNC Symbol;Acc:HGNC:29663]	9	35752990	35756613	-1
ENSG00000143196	24.1765996586597	7.79329253516169	1.73015437827547	4.50439141906495	6.65634206874433e-06	0.000867915528265535	DPT	ENSG00000143196	DPT	protein_coding	dermatopontin [Source:HGNC Symbol;Acc:HGNC:3011]	1	168695468	168729206	-1
ENSG00000054219	527.885685231757	1.34046168408951	0.298335562705238	4.49313408007585	7.01825654195124e-06	0.000909004587313524	LY75	ENSG00000054219	LY75	protein_coding	lymphocyte antigen 75 [Source:HGNC Symbol;Acc:HGNC:6729]	2	159803355	159904756	-1
ENSG00000205611	253.365018963804	2.21093087722352	0.492943005160695	4.48516533164474	7.2857418881567e-06	0.000937399956311976	NA	ENSG00000205611	LINC01597	lncRNA	long intergenic non-protein coding RNA 1597 [Source:HGNC Symbol;Acc:HGNC:51594]	20	30278906	30289956	-1
ENSG00000279267	161.861778900494	-1.67597467586799	0.373837039485227	-4.48316913213255	7.35425941815979e-06	0.000939990473526371	NA	ENSG00000279267	AL078621.3	TEC	TEC	2	113605867	113607908	-1
ENSG00000155876	1431.56815857129	-0.991490383434933	0.221886227506715	-4.46846293515414	7.87836601587425e-06	0.00100039800625101	RRAGA	ENSG00000155876	RRAGA	protein_coding	Ras related GTP binding A [Source:HGNC Symbol;Acc:HGNC:16963]	9	19049395	19050983	1
ENSG00000135424	1368.48090633711	-1.599235329702	0.358337009059934	-4.46293653535106	8.0844003490793e-06	0.00101716648795358	ITGA7	ENSG00000135424	ITGA7	protein_coding	integrin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:6143]	12	55684568	55716043	-1
ENSG00000267978	208.421362846707	2.04755587756829	0.458874739152698	4.46212376246523	8.11513308795581e-06	0.00101716648795358	MAGEA9B	ENSG00000267978	MAGEA9B	protein_coding	MAGE family member A9B [Source:HGNC Symbol;Acc:HGNC:31909]	X	149581653	149587453	-1
ENSG00000123496	588.849632733787	-1.89896868404989	0.425985526754582	-4.45782442074357	8.27956740946506e-06	0.00103112458737876	IL13RA2	ENSG00000123496	IL13RA2	protein_coding	interleukin 13 receptor subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:5975]	X	115003975	115019977	-1
ENSG00000134775	233.040781551269	1.45616430387179	0.327226087655602	4.45002510131272	8.58602535531345e-06	0.00106247962167535	FHOD3	ENSG00000134775	FHOD3	protein_coding	formin homology 2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26178]	18	36297714	36780055	1
ENSG00000147119	112.572971138261	-2.18025451490849	0.490272806754708	-4.44702313664993	8.70684631815364e-06	0.0010706114573993	CHST7	ENSG00000147119	CHST7	protein_coding	carbohydrate sulfotransferase 7 [Source:HGNC Symbol;Acc:HGNC:13817]	X	46573784	46598408	1
ENSG00000259479	99.3109901986901	1.87918196373838	0.423057613553511	4.44190555502364	8.91656981838151e-06	0.00108950388950639	SORD2P	ENSG00000259479	SORD2P	transcribed_unprocessed_pseudogene	sorbitol dehydrogenase 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:49919]	15	44825747	44884694	-1
ENSG00000102313	30.1926051421426	-3.93588284170961	0.886964776668501	-4.43747366890155	9.10208520912613e-06	0.00110522069651814	ITIH6	ENSG00000102313	ITIH6	protein_coding	inter-alpha-trypsin inhibitor heavy chain family member 6 [Source:HGNC Symbol;Acc:HGNC:28907]	X	54748899	54798240	-1
ENSG00000140876	27.4026286099893	5.5234287179138	1.24632970125709	4.43175566813718	9.34688978243725e-06	0.00112093441168636	NUDT7	ENSG00000140876	AC092724.1	protein_coding	nudix hydrolase 7 [Source:NCBI gene;Acc:283927]	16	77722492	77742260	1
ENSG00000175449	76.9622174254115	2.29448416680391	0.517689209375079	4.43216533250454	9.32914369036446e-06	0.00112093441168636	RFESD	ENSG00000175449	RFESD	protein_coding	Rieske Fe-S domain containing [Source:HGNC Symbol;Acc:HGNC:29587]	5	95646754	95684773	1
ENSG00000185942	168.057404201536	1.75188164330878	0.395487708469226	4.42967406013604	9.43756155925258e-06	0.00112486469922183	NKAIN3	ENSG00000185942	NKAIN3	protein_coding	sodium/potassium transporting ATPase interacting 3 [Source:HGNC Symbol;Acc:HGNC:26829]	8	62248591	62999652	1
ENSG00000237766	28.9265899402354	3.98418675236709	0.901986247316362	4.41712583115437	1.0002200797262e-05	0.00118489486030003	NA	ENSG00000237766	GGTA2P	processed_pseudogene	glycoprotein alpha-galactosyltransferase 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:4254]	12	67265842	67266966	-1
ENSG00000164933	1897.007160936	0.920338509951089	0.208470345781131	4.41472146315397	1.01140129120564e-05	0.00119087904760868	SLC25A32	ENSG00000164933	SLC25A32	protein_coding	solute carrier family 25 member 32 [Source:HGNC Symbol;Acc:HGNC:29683]	8	103398635	103415189	-1
ENSG00000168234	319.074345838371	1.89270782025574	0.429111796441955	4.4107569075225	1.03009910162218e-05	0.00120558827387444	TTC39C	ENSG00000168234	TTC39C	protein_coding	tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:HGNC:26595]	18	23992773	24135610	1
ENSG00000119121	194.827414037385	2.40204145726513	0.54526475515426	4.4052754823399	1.05649527192549e-05	0.00122907725406997	TRPM6	ENSG00000119121	TRPM6	protein_coding	transient receptor potential cation channel subfamily M member 6 [Source:HGNC Symbol;Acc:HGNC:17995]	9	74722495	74888094	-1
ENSG00000241790	17.075428002078	7.29587753099406	1.65732614792845	4.40219780525	1.07159789252418e-05	0.0012392264199976	NA	ENSG00000241790	ENO1P4	processed_pseudogene	enolase 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37945]	2	201621646	201623430	-1
ENSG00000221955	88.5071986456191	-2.0105671904378	0.457037035197388	-4.3991340648564	1.08683673325241e-05	0.00124941207417916	SLC12A8	ENSG00000221955	SLC12A8	protein_coding	solute carrier family 12 member 8 [Source:HGNC Symbol;Acc:HGNC:15595]	3	125082636	125212864	-1
ENSG00000227502	84.0177185852104	-1.89381809685669	0.431266266673514	-4.39129661465126	1.12676704010307e-05	0.00128769588559544	LINC01268	ENSG00000227502	LINC01268	lncRNA	long intergenic non-protein coding RNA 1268 [Source:HGNC Symbol;Acc:HGNC:50323]	6	113868013	113873351	-1
ENSG00000154645	396.619677178227	1.27374400159436	0.29037010030454	4.38662245271968	1.15124364413934e-05	0.00130797435779761	CHODL	ENSG00000154645	CHODL	protein_coding	chondrolectin [Source:HGNC Symbol;Acc:HGNC:17807]	21	17901263	18267373	1
ENSG00000233532	34.4250901935169	3.93919904080246	0.901297652372897	4.37058615478639	1.23913449982547e-05	0.00139964564317495	NA	ENSG00000233532	LINC00460	lncRNA	long intergenic non-protein coding RNA 460 [Source:HGNC Symbol;Acc:HGNC:42809]	13	106374477	106384315	1
ENSG00000003436	1972.68484475869	2.12776778282777	0.488480285797071	4.35589284704871	1.32525599456264e-05	0.00147971686565304	TFPI	ENSG00000003436	TFPI	protein_coding	tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]	2	187464230	187565760	-1
ENSG00000214548	331.060477363387	-2.16933067505684	0.497982341324095	-4.35624016162656	1.32315596344564e-05	0.00147971686565304	MEG3	ENSG00000214548	MEG3	lncRNA	maternally expressed 3 [Source:HGNC Symbol;Acc:HGNC:14575]	14	100779410	100861031	1
ENSG00000256037	16.2373016876431	7.22517173251922	1.66587937845829	4.33715179259009	1.44340946095862e-05	0.00160243194328594	NA	ENSG00000256037	MRPL40P1	processed_pseudogene	mitochondrial ribosomal protein L40 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44532]	12	67351436	67352039	1
ENSG00000154188	790.467150072107	1.20594901153063	0.278373250104176	4.33212965354726	1.47673931973135e-05	0.00163011883543981	ANGPT1	ENSG00000154188	ANGPT1	protein_coding	angiopoietin 1 [Source:HGNC Symbol;Acc:HGNC:484]	8	107249482	107498055	-1
ENSG00000078098	517.605168722938	1.79119444186064	0.414446916397129	4.32189110593911	1.54697538174325e-05	0.00169800213087615	FAP	ENSG00000078098	FAP	protein_coding	fibroblast activation protein alpha [Source:HGNC Symbol;Acc:HGNC:3590]	2	162170684	162245151	-1
ENSG00000124302	106.126088852579	-3.84258218084587	0.892677041348491	-4.30456033129429	1.67317692284469e-05	0.00182620681219251	CHST8	ENSG00000124302	CHST8	protein_coding	carbohydrate sulfotransferase 8 [Source:HGNC Symbol;Acc:HGNC:15993]	19	33621953	33773509	1
ENSG00000266258	53.9174211952158	2.46985070433568	0.575051421246251	4.29500843417276	1.74686695281927e-05	0.00189598498097055	LINC01909	ENSG00000266258	LINC01909	lncRNA	long intergenic non-protein coding RNA 1909 [Source:HGNC Symbol;Acc:HGNC:52728]	18	70335439	70352459	1
ENSG00000183580	43.4244403034949	-2.85913680463945	0.667763399332525	-4.28166144999464	1.85503060221946e-05	0.00200219636332887	FBXL7	ENSG00000183580	FBXL7	protein_coding	F-box and leucine rich repeat protein 7 [Source:HGNC Symbol;Acc:HGNC:13604]	5	15500180	15939795	1
ENSG00000182916	233.069046853242	-1.33626536753121	0.3123042459436	-4.27872942775339	1.87963182599174e-05	0.00201754072460594	TCEAL7	ENSG00000182916	TCEAL7	protein_coding	transcription elongation factor A like 7 [Source:HGNC Symbol;Acc:HGNC:28336]	X	103330229	103332326	1
ENSG00000239572	63.462735570245	2.6234480422677	0.615248437173401	4.26404665783542	2.00757494665548e-05	0.00214303110239685	NA	ENSG00000239572	AC108749.1	lncRNA	novel transcript	3	87641412	87793629	-1
ENSG00000232445	34.7457371680275	2.81978381235119	0.66241725619062	4.25680911238181	2.07365261128856e-05	0.00220147119847618	NA	ENSG00000232445	AC006329.1	lncRNA	novel transcript	7	101308270	101314800	1
ENSG00000182871	129.278673497664	2.16710330707152	0.509659777997827	4.25205872746105	2.11814294083803e-05	0.00223648266601094	COL18A1	ENSG00000182871	COL18A1	protein_coding	collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]	21	45405165	45513720	1
ENSG00000203995	291.197909225372	1.68771621828132	0.397897849545216	4.24158165270388	2.21950113059604e-05	0.00233083610622811	ZYG11A	ENSG00000203995	ZYG11A	protein_coding	zyg-11 family member A, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:32058]	1	52842511	52894998	1
ENSG00000164125	5399.28472995286	-1.65014428642648	0.389320975406898	-4.23851883321168	2.24999310795229e-05	0.00235015409146758	FAM198B	ENSG00000164125	GASK1B	protein_coding	golgi associated kinase 1B [Source:HGNC Symbol;Acc:HGNC:25312]	4	158124474	158173318	-1
ENSG00000070756	14457.4932122103	1.15736516264808	0.273378283612013	4.2335665706741	2.30014052913443e-05	0.00235195422105388	PABPC1	ENSG00000070756	PABPC1	protein_coding	poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554]	8	100685816	100722809	-1
ENSG00000137936	256.659501908522	2.11815530616879	0.500145063439182	4.23508190124596	2.28468420144218e-05	0.00235195422105388	BCAR3	ENSG00000137936	BCAR3	protein_coding	BCAR3 adaptor protein, NSP family member [Source:HGNC Symbol;Acc:HGNC:973]	1	93561741	93847150	-1
ENSG00000166750	215.705027422681	1.8636965007107	0.439872102281693	4.23690543465563	2.26621524420917e-05	0.00235195422105388	SLFN5	ENSG00000166750	SLFN5	protein_coding	schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286]	17	35243071	35273655	1
ENSG00000236362	149.394136425525	1.53481680859309	0.362474737095799	4.23427249272672	2.29292780498924e-05	0.00235195422105388	GAGE2C	ENSG00000236362	GAGE12F	protein_coding	G antigen 12F [Source:HGNC Symbol;Acc:HGNC:31906]	X	49551278	49568218	1
ENSG00000175600	135.578644873561	1.6349111153549	0.386408602724853	4.23104222790574	2.32610993318343e-05	0.00236605569538679	SUGCT	ENSG00000175600	SUGCT	protein_coding	succinyl-CoA:glutarate-CoA transferase [Source:HGNC Symbol;Acc:HGNC:16001]	7	40134977	40860763	1
ENSG00000146276	28.8330169050319	3.65703204086361	0.864967903898535	4.22793958525032	2.35841094126649e-05	0.00237405221590287	GABRR1	ENSG00000146276	GABRR1	protein_coding	gamma-aminobutyric acid type A receptor rho1 subunit [Source:HGNC Symbol;Acc:HGNC:4090]	6	89177501	89231278	-1
ENSG00000262001	164.048650197588	-1.45365535797595	0.343796897335916	-4.22823873409077	2.35527806609238e-05	0.00237405221590287	NA	ENSG00000262001	DLGAP1-AS2	lncRNA	DLGAP1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:28146]	18	3603000	3608336	1
ENSG00000066455	1547.17351403589	-0.934848569165349	0.221643453094571	-4.21780366671362	2.46693470695921e-05	0.00247027320872214	GOLGA5	ENSG00000066455	GOLGA5	protein_coding	golgin A5 [Source:HGNC Symbol;Acc:HGNC:4428]	14	92794305	92839947	1
ENSG00000115648	22.1146667101878	4.77023648573771	1.13128205069379	4.21666416682933	2.47942801987244e-05	0.00247027320872214	MLPH	ENSG00000115648	MLPH	protein_coding	melanophilin [Source:HGNC Symbol;Acc:HGNC:29643]	2	237485428	237555322	1
ENSG00000250786	172.170211959433	-1.63026296478325	0.387099091380453	-4.21148744878085	2.53694652025515e-05	0.00251468352017944	SNHG18	ENSG00000250786	SNHG18	lncRNA	small nucleolar RNA host gene 18 [Source:HGNC Symbol;Acc:HGNC:49007]	5	9546200	9550609	1
ENSG00000197956	6776.87539949716	-1.27131944817232	0.302230862943379	-4.20645143845053	2.59411793633929e-05	0.00255830067346191	S100A6	ENSG00000197956	S100A6	protein_coding	S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496]	1	153534599	153536244	-1
ENSG00000132205	2795.2544696419	-1.67497390148683	0.398837789428436	-4.19963690975018	2.67343339909339e-05	0.00262320525644376	EMILIN2	ENSG00000132205	EMILIN2	protein_coding	elastin microfibril interfacer 2 [Source:HGNC Symbol;Acc:HGNC:19881]	18	2847006	2916003	1
ENSG00000205045	33.9598216464957	2.98848056764491	0.712628760016194	4.19360084144934	2.7456093711092e-05	0.00268048737999545	SLFN12L	ENSG00000205045	SLFN12L	protein_coding	schlafen family member 12 like [Source:HGNC Symbol;Acc:HGNC:33920]	17	35464249	35522379	-1
