	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	ensembl	external_gene	gene_biotype	description	chromosome_name	start_position	end_position	strand
ENSG00000162409	334.379069933504	2.11956193585248	0.367746129217804	5.7636553248318	8.23114296182133e-09	9.31098629634219e-07	PRKAA2	ENSG00000162409	PRKAA2	protein_coding	protein kinase AMP-activated catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9377]	1	56645314	56715335	1
ENSG00000185052	452.407917084883	-1.56008732725039	0.270749116519439	-5.76211419378123	8.30667628252302e-09	9.31098629634219e-07	SLC24A3	ENSG00000185052	SLC24A3	protein_coding	solute carrier family 24 member 3 [Source:HGNC Symbol;Acc:HGNC:10977]	20	19212646	19722937	1
ENSG00000137571	1106.79394539386	-1.28204189602619	0.2228134021059	-5.75388142683109	8.72173419532475e-09	9.72130373231703e-07	SLCO5A1	ENSG00000137571	SLCO5A1	protein_coding	solute carrier organic anion transporter family member 5A1 [Source:HGNC Symbol;Acc:HGNC:19046]	8	69667046	69834978	-1
ENSG00000187720	425.398475770381	1.6936787967793	0.295118272444284	5.73898316343341	9.52466874297704e-09	1.05569512771321e-06	THSD4	ENSG00000187720	THSD4	protein_coding	thrombospondin type 1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25835]	15	71096952	71783383	1
ENSG00000112769	1385.94005966647	1.81933920702262	0.3170844057555	5.73771265315864	9.59637491924945e-09	1.05773376887727e-06	LAMA4	ENSG00000112769	LAMA4	protein_coding	laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484]	6	112108757	112254939	-1
ENSG00000101144	310.641489453673	1.98210289924308	0.346507270568226	5.72023466056772	1.06377032501004e-08	1.16603332862979e-06	BMP7	ENSG00000101144	BMP7	protein_coding	bone morphogenetic protein 7 [Source:HGNC Symbol;Acc:HGNC:1074]	20	57168753	57266641	-1
ENSG00000162688	947.636526340905	1.31284470291762	0.230008939739389	5.70779859428567	1.14446730455149e-08	1.24759512759899e-06	AGL	ENSG00000162688	AGL	protein_coding	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]	1	99850361	99924023	1
ENSG00000230564	23.8584830814229	8.07774481482863	1.4154555042377	5.70681649168403	1.15108767595304e-08	1.24795516343762e-06	NA	ENSG00000230564	CALM1P2	processed_pseudogene	calmodulin 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:1444]	7	55259809	55260256	-1
ENSG00000133067	60.5959332094268	3.57368264679626	0.626991207291797	5.69973327414317	1.19995023123539e-08	1.29385937976686e-06	LGR6	ENSG00000133067	LGR6	protein_coding	leucine rich repeat containing G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:19719]	1	202193901	202319781	1
ENSG00000057019	14246.4051273379	1.65517031670712	0.290453110783544	5.69858009866735	1.20809370700717e-08	1.29559887281201e-06	DCBLD2	ENSG00000057019	DCBLD2	protein_coding	discoidin, CUB and LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24627]	3	98795941	98901695	-1
ENSG00000071242	4199.89384374574	1.09146611068224	0.192239129401163	5.67764801100707	1.36559351830659e-08	1.4566330861937e-06	RPS6KA2	ENSG00000071242	RPS6KA2	protein_coding	ribosomal protein S6 kinase A2 [Source:HGNC Symbol;Acc:HGNC:10431]	6	166409364	166906451	-1
ENSG00000104827	95.7568260074926	-9.96270501498541	1.75683741178032	-5.67081788455857	1.42117407523154e-08	1.50781249479111e-06	CGB3	ENSG00000104827	CGB3	protein_coding	chorionic gonadotropin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:1886]	19	49022869	49024333	-1
ENSG00000164951	2200.98652264562	1.33171397537287	0.235041472146641	5.66586808366321	1.46282037111393e-08	1.54374234909044e-06	PDP1	ENSG00000164951	PDP1	protein_coding	pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:9279]	8	93857807	93926068	1
ENSG00000118432	5804.82765874439	-1.59332388267317	0.281454851988347	-5.6610283014028	1.50468606528633e-08	1.57952230345401e-06	CNR1	ENSG00000118432	CNR1	protein_coding	cannabinoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:2159]	6	88139864	88166359	-1
ENSG00000180616	349.168635361122	-2.07830501229673	0.367847796386174	-5.64990475059114	1.60536764581324e-08	1.67634179436498e-06	SSTR2	ENSG00000180616	SSTR2	protein_coding	somatostatin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11331]	17	73165010	73176633	1
ENSG00000101493	829.5172763194	1.46126400243085	0.258744311077111	5.64752127823736	1.6277769389359e-08	1.69084264232923e-06	ZNF516	ENSG00000101493	ZNF516	protein_coding	zinc finger protein 516 [Source:HGNC Symbol;Acc:HGNC:28990]	18	76357682	76495242	-1
ENSG00000259207	584.794351557748	2.43433354416107	0.431176523171972	5.64579334295098	1.64421256108617e-08	1.6990196464557e-06	ITGB3	ENSG00000259207	ITGB3	protein_coding	integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]	17	47253846	47311816	1
ENSG00000198363	10951.7887618238	1.33378508354614	0.236704050729741	5.63482153953081	1.75239711269489e-08	1.8014279127392e-06	ASPH	ENSG00000198363	ASPH	protein_coding	aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:757]	8	61500556	61714640	-1
ENSG00000173404	304.723882526369	1.45675467243059	0.258683804052188	5.63141043084667	1.78741796993661e-08	1.82795734657434e-06	INSM1	ENSG00000173404	INSM1	protein_coding	INSM transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:6090]	20	20368104	20370949	1
ENSG00000185215	177.120252398348	2.24010434298695	0.39832743630055	5.62377616714488	1.86827699413654e-08	1.90085208018815e-06	TNFAIP2	ENSG00000185215	TNFAIP2	protein_coding	TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895]	14	103123442	103137439	1
ENSG00000158292	388.911993230825	1.489976828694	0.265103255655734	5.62036412947303	1.90555403209782e-08	1.92888734677657e-06	GPR153	ENSG00000158292	GPR153	protein_coding	G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618]	1	6247353	6261098	-1
ENSG00000186088	38.5854810946553	3.9760710419483	0.708685352310624	5.61048853201858	2.01756242840643e-08	2.03190043551185e-06	GSAP	ENSG00000186088	GSAP	protein_coding	gamma-secretase activating protein [Source:HGNC Symbol;Acc:HGNC:28042]	7	77310751	77416349	-1
ENSG00000185304	27.4455837894427	-8.15273386819556	1.46079636425806	-5.58102009812732	2.39112008821161e-08	2.39595063384436e-06	RGPD2	ENSG00000185304	RGPD2	protein_coding	RANBP2 like and GRIP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:32415]	2	87755960	87825952	-1
ENSG00000050767	125.718983306953	2.32125017165133	0.417327641219176	5.56217691421075	2.66429986547295e-08	2.65626680055192e-06	COL23A1	ENSG00000050767	COL23A1	protein_coding	collagen type XXIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22990]	5	178237618	178590393	-1
ENSG00000073711	293.160203887525	2.22579456352976	0.400270716937796	5.56072295409923	2.68659392574953e-08	2.66510117434353e-06	PPP2R3A	ENSG00000073711	PPP2R3A	protein_coding	protein phosphatase 2 regulatory subunit B''alpha [Source:HGNC Symbol;Acc:HGNC:9307]	3	135965728	136147894	1
ENSG00000181541	169.387722350393	-2.25056117803983	0.405875239367172	-5.54495805545771	2.94024645683522e-08	2.90221341809009e-06	MAB21L2	ENSG00000181541	MAB21L2	protein_coding	mab-21 like 2 [Source:HGNC Symbol;Acc:HGNC:6758]	4	150581922	150584693	1
ENSG00000243232	386.499399374132	2.49184017266947	0.449927657965771	5.53831294554254	3.05399193176788e-08	2.99956435278588e-06	PCDHAC2	ENSG00000243232	PCDHAC2	protein_coding	protocadherin alpha subfamily C, 2 [Source:HGNC Symbol;Acc:HGNC:8677]	5	140966470	141012347	1
ENSG00000113140	9738.45794779159	1.26460966369412	0.228409225073371	5.53659627052234	3.08406351231299e-08	3.01417832927536e-06	SPARC	ENSG00000113140	SPARC	protein_coding	secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]	5	151661096	151686975	-1
ENSG00000278463	3697.64620718902	-1.36821879967415	0.247203233736399	-5.53479329130915	3.11595615887444e-08	3.03042010745436e-06	HIST1H2AB	ENSG00000278463	HIST1H2AB	protein_coding	histone cluster 1 H2A family member b [Source:HGNC Symbol;Acc:HGNC:4734]	6	26033176	26033568	-1
ENSG00000164946	358.35958904214	1.87230649350022	0.339529797739994	5.51440994564489	3.49952037250051e-08	3.38685288733708e-06	FREM1	ENSG00000164946	FREM1	protein_coding	FRAS1 related extracellular matrix 1 [Source:HGNC Symbol;Acc:HGNC:23399]	9	14734666	14910995	-1
ENSG00000163399	7831.68393928912	1.2551678749332	0.227907386315698	5.50735934988318	3.64256226498545e-08	3.50817647268502e-06	ATP1A1	ENSG00000163399	ATP1A1	protein_coding	ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799]	1	116372668	116410261	1
ENSG00000182103	1810.54362164936	-1.27100219507518	0.230987921019596	-5.50246172814963	3.74524545103103e-08	3.5896458815679e-06	FAM181B	ENSG00000182103	FAM181B	protein_coding	family with sequence similarity 181 member B [Source:HGNC Symbol;Acc:HGNC:28512]	11	82729940	82733864	-1
ENSG00000196975	51.3987012388344	3.08536972392153	0.56109904916233	5.49879692102082	3.82391215491622e-08	3.6474239016124e-06	ANXA4	ENSG00000196975	ANXA4	protein_coding	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]	2	69644425	69827112	1
ENSG00000213047	452.851055256534	1.74774991259036	0.317892966535515	5.49791941494591	3.8429846577731e-08	3.64807730192432e-06	DENND1B	ENSG00000213047	DENND1B	protein_coding	DENN domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28404]	1	197504748	197775696	-1
ENSG00000198108	140.437361577704	2.07062479587347	0.376762596986143	5.49583427982801	3.88867563320128e-08	3.67387259822445e-06	CHSY3	ENSG00000198108	CHSY3	protein_coding	chondroitin sulfate synthase 3 [Source:HGNC Symbol;Acc:HGNC:24293]	5	129904465	130186634	1
ENSG00000131620	1504.01000566742	1.47068871656907	0.268025072076621	5.48713112983937	4.08513886275459e-08	3.84119218185076e-06	ANO1	ENSG00000131620	ANO1	protein_coding	anoctamin 1 [Source:HGNC Symbol;Acc:HGNC:21625]	11	70078302	70189528	1
ENSG00000185100	213.570355659798	-1.59132908155789	0.290199782824157	-5.48356399881295	4.1684137892761e-08	3.9010061122282e-06	ADSSL1	ENSG00000185100	ADSSL1	protein_coding	adenylosuccinate synthase like 1 [Source:HGNC Symbol;Acc:HGNC:20093]	14	104724186	104747325	1
ENSG00000128567	1463.82109374226	1.4820131368571	0.270531004959862	5.47816372129687	4.29762400999636e-08	4.00304508724543e-06	PODXL	ENSG00000128567	PODXL	protein_coding	podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]	7	131500262	131558217	-1
ENSG00000164142	48.5590821019871	4.80969675998342	0.881363657216989	5.45710810809991	4.83951725738868e-08	4.48673001806502e-06	FAM160A1	ENSG00000164142	FAM160A1	protein_coding	family with sequence similarity 160 member A1 [Source:HGNC Symbol;Acc:HGNC:34237]	4	151409176	151670503	1
ENSG00000144810	184.709406926261	1.91335485902062	0.351336036877147	5.44593966513509	5.15326036180969e-08	4.75538072457229e-06	COL8A1	ENSG00000144810	COL8A1	protein_coding	collagen type VIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2215]	3	99638475	99799226	1
ENSG00000178573	173.224762692455	2.01673289684655	0.370940184058842	5.43681429922038	5.42416176243536e-08	4.98219302623692e-06	MAF	ENSG00000178573	MAF	protein_coding	MAF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:6776]	16	79585843	79600737	-1
ENSG00000141934	126.891210019432	3.22250322829705	0.593391348043106	5.43065421989092	5.6147833310578e-08	5.1335161883957e-06	PLPP2	ENSG00000141934	PLPP2	protein_coding	phospholipid phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:9230]	19	281040	291403	-1
ENSG00000135835	1011.78601086791	-1.19969911671767	0.221133768387596	-5.42521897702605	5.7883532956596e-08	5.26793254063699e-06	KIAA1614	ENSG00000135835	KIAA1614	protein_coding	KIAA1614 [Source:HGNC Symbol;Acc:HGNC:29327]	1	180912897	180951614	1
ENSG00000257594	1894.50324163736	-1.37456868654422	0.25374766364394	-5.41706933102258	6.05838529653881e-08	5.48850978462694e-06	GALNT4	ENSG00000257594	GALNT4	protein_coding	polypeptide N-acetylgalactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:4126]	12	89519412	89524796	-1
ENSG00000133216	1293.49629709418	1.21885792423766	0.225148558545596	5.41357196382326	6.17797484220554e-08	5.57141003951627e-06	EPHB2	ENSG00000133216	EPHB2	protein_coding	EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]	1	22710839	22921500	1
ENSG00000113532	564.655067202933	1.38334687294239	0.257126651721872	5.38002133842866	7.44770103387777e-08	6.6860809281509e-06	ST8SIA4	ENSG00000113532	ST8SIA4	protein_coding	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10871]	5	100806933	100903282	-1
ENSG00000139926	14629.005057972	-1.16016492300345	0.215753413108745	-5.37727262937294	7.56226208314776e-08	6.75834593376808e-06	FRMD6	ENSG00000139926	FRMD6	protein_coding	FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]	14	51489100	51730727	1
ENSG00000141753	100.466455608657	2.31631237769782	0.432123782467965	5.36029830265021	8.30846436464264e-08	7.33556662212459e-06	IGFBP4	ENSG00000141753	IGFBP4	protein_coding	insulin like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473]	17	40443450	40457725	1
ENSG00000143801	175.506223696256	1.92870741931239	0.359805667160779	5.36041423286018	8.30313403628893e-08	7.33556662212459e-06	PSEN2	ENSG00000143801	PSEN2	protein_coding	presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]	1	226870184	226896105	1
ENSG00000203811	17615.1911255024	-1.53969597352427	0.287253069249761	-5.36006796218261	8.31906496964734e-08	7.33556662212459e-06	HIST2H3C	ENSG00000203811	HIST2H3C	protein_coding	histone cluster 2 H3 family member c [Source:HGNC Symbol;Acc:HGNC:20503]	1	149839538	149841193	-1
ENSG00000168874	314.019146055907	-1.53120735241927	0.285736749305447	-5.35880441049757	8.37744884070072e-08	7.35436216811957e-06	ATOH8	ENSG00000168874	ATOH8	protein_coding	atonal bHLH transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24126]	2	85751344	85791383	1
ENSG00000156052	1922.37931556136	1.52545910350768	0.285260479173597	5.34760057869549	8.91278849257847e-08	7.78985566928445e-06	GNAQ	ENSG00000156052	GNAQ	protein_coding	G protein subunit alpha q [Source:HGNC Symbol;Acc:HGNC:4390]	9	77716087	78031458	-1
ENSG00000196155	65.2871754612445	3.76693531032554	0.705329967382496	5.34067101147675	9.26031752030376e-08	8.0581008597731e-06	PLEKHG4	ENSG00000196155	PLEKHG4	protein_coding	pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]	16	67277510	67289499	1
ENSG00000180613	593.534949750691	-1.58772215381435	0.297466032955802	-5.33749059695247	9.42417886462006e-08	8.16487810803764e-06	GSX2	ENSG00000180613	GSX2	protein_coding	GS homeobox 2 [Source:HGNC Symbol;Acc:HGNC:24959]	4	54099523	54102498	1
ENSG00000084636	1049.75403072943	1.45177713715878	0.27232474502621	5.33105112067231	9.7645924283735e-08	8.42302233821436e-06	COL16A1	ENSG00000084636	COL16A1	protein_coding	collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]	1	31652263	31704319	-1
ENSG00000184307	756.007184791792	1.90470545014528	0.357367695203799	5.32981989057257	9.83102141679136e-08	8.4436131995299e-06	ZDHHC23	ENSG00000184307	ZDHHC23	protein_coding	zinc finger DHHC-type containing 23 [Source:HGNC Symbol;Acc:HGNC:28654]	3	113947901	113965401	1
ENSG00000171488	261.969267357552	1.66281470124739	0.312857756541251	5.31492240956519	1.0670278345308e-07	9.12492768840136e-06	LRRC8C	ENSG00000171488	LRRC8C	protein_coding	leucine rich repeat containing 8 VRAC subunit C [Source:HGNC Symbol;Acc:HGNC:25075]	1	89633072	89769903	1
ENSG00000197747	988.190411474749	1.34551580463582	0.253869211883286	5.30003537906128	1.15780243031347e-07	9.85871253966492e-06	S100A10	ENSG00000197747	S100A10	protein_coding	S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:HGNC:10487]	1	151982915	151993859	-1
ENSG00000166173	779.357327477122	1.36950052882523	0.258753781426797	5.29267831864582	1.20537840132664e-07	1.02199604625301e-05	LARP6	ENSG00000166173	LARP6	protein_coding	La ribonucleoprotein domain family member 6 [Source:HGNC Symbol;Acc:HGNC:24012]	15	70829130	70854159	-1
ENSG00000174343	50.4747399296871	3.62964829825013	0.686589092696927	5.28649280458688	1.24683718287856e-07	1.0526489237579e-05	CHRNA9	ENSG00000174343	CHRNA9	protein_coding	cholinergic receptor nicotinic alpha 9 subunit [Source:HGNC Symbol;Acc:HGNC:14079]	4	40335333	40355217	1
ENSG00000183853	2882.159333034	1.08690938482728	0.205799296509892	5.28140476308694	1.28197116955802e-07	1.07772491542505e-05	KIRREL1	ENSG00000183853	KIRREL1	protein_coding	kirre like nephrin family adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:15734]	1	157993273	158100262	1
ENSG00000166106	173.021049108661	1.89509054233079	0.35979335692242	5.26716379240824	1.38547583126592e-07	1.15982449334666e-05	ADAMTS15	ENSG00000166106	ADAMTS15	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 15 [Source:HGNC Symbol;Acc:HGNC:16305]	11	130448974	130476641	1
ENSG00000135749	266.365673104877	1.76670685108591	0.335482250350794	5.26617086071935	1.39298646330871e-07	1.1612122450439e-05	PCNX2	ENSG00000135749	PCNX2	protein_coding	pecanex 2 [Source:HGNC Symbol;Acc:HGNC:8736]	1	232983435	233295725	-1
ENSG00000127903	27.4560850288928	-6.57768546534783	1.25053587753118	-5.25989344530729	1.44138902556477e-07	1.19653381871151e-05	ZNF835	ENSG00000127903	ZNF835	protein_coding	zinc finger protein 835 [Source:HGNC Symbol;Acc:HGNC:34332]	19	56661980	56671783	-1
ENSG00000101871	1569.9176556027	1.12505992019396	0.214192854315525	5.25255580439043	1.50002994696757e-07	1.24002475615986e-05	MID1	ENSG00000101871	MID1	protein_coding	midline 1 [Source:HGNC Symbol;Acc:HGNC:7095]	X	10445310	10833654	-1
ENSG00000131459	138.282904651236	1.86782530371983	0.3557254517534	5.25074968494149	1.5148141644967e-07	1.24189723238077e-05	GFPT2	ENSG00000131459	GFPT2	protein_coding	glutamine-fructose-6-phosphate transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4242]	5	180300698	180353336	-1
ENSG00000196747	9730.05257795214	-1.17690283441549	0.224108005915677	-5.25149839965251	1.50866844511471e-07	1.24189723238077e-05	HIST1H2AI	ENSG00000196747	HIST1H2AI	protein_coding	histone cluster 1 H2A family member i [Source:HGNC Symbol;Acc:HGNC:4725]	6	27808199	27808701	1
ENSG00000204291	42.1625862934257	3.45087783254807	0.658017577495271	5.24435509106574	1.56829906630468e-07	1.28045487553435e-05	COL15A1	ENSG00000204291	COL15A1	protein_coding	collagen type XV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2192]	9	98943179	99070792	1
ENSG00000165474	130.574433983502	2.1071418061226	0.402077212148478	5.24063971410666	1.60020877034122e-07	1.30115336080204e-05	GJB2	ENSG00000165474	GJB2	protein_coding	gap junction protein beta 2 [Source:HGNC Symbol;Acc:HGNC:4284]	13	20187463	20192938	-1
ENSG00000163536	634.869144387721	-1.8375591771818	0.350693517673863	-5.23978655029115	1.6076243604962e-07	1.30184764539774e-05	SERPINI1	ENSG00000163536	SERPINI1	protein_coding	serpin family I member 1 [Source:HGNC Symbol;Acc:HGNC:8943]	3	167735243	167825568	1
ENSG00000163661	461.059128558262	-1.50605328302858	0.287700841110889	-5.23478929437019	1.65173179511016e-07	1.33212840711324e-05	PTX3	ENSG00000163661	PTX3	protein_coding	pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692]	3	157436850	157443633	1
ENSG00000121966	310.668831844644	1.79152927017208	0.34241185604596	5.23208889686229	1.67605106218312e-07	1.34626935521106e-05	CXCR4	ENSG00000121966	CXCR4	protein_coding	C-X-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561]	2	136114349	136118165	-1
ENSG00000227486	40.080644421672	3.38802258596124	0.647845497608213	5.22967682644938	1.69806615827465e-07	1.35845292661972e-05	NA	ENSG00000227486	AL050309.1	lncRNA	novel transcript	X	55908123	56209271	1
ENSG00000186104	125.409221446817	2.10446621244948	0.40257255616108	5.22754514743283	1.71775462066287e-07	1.36868480618278e-05	CYP2R1	ENSG00000186104	CYP2R1	protein_coding	cytochrome P450 family 2 subfamily R member 1 [Source:HGNC Symbol;Acc:HGNC:20580]	11	14877440	14892252	-1
ENSG00000066735	1345.50697252879	-1.18066656542609	0.225995896801647	-5.22428319334639	1.74831037217754e-07	1.38745911136009e-05	KIF26A	ENSG00000066735	KIF26A	protein_coding	kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]	14	104138723	104180894	1
ENSG00000183775	132.065780535588	2.73298854010736	0.523285306776018	5.2227503901178	1.76284946777711e-07	1.39342364305569e-05	KCTD16	ENSG00000183775	KCTD16	protein_coding	potassium channel tetramerization domain containing 16 [Source:HGNC Symbol;Acc:HGNC:29244]	5	144170873	144485686	1
ENSG00000115295	343.790948930054	2.0750765069149	0.397677989735493	5.21798178545183	1.80883247250099e-07	1.41846783614307e-05	CLIP4	ENSG00000115295	CLIP4	protein_coding	CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]	2	29097705	29189643	1
ENSG00000196866	4059.2662709511	-1.22308500680206	0.23437385782937	-5.21852146024106	1.8035708415051e-07	1.41846783614307e-05	HIST1H2AD	ENSG00000196866	HIST1H2AD	protein_coding	histone cluster 1 H2A family member d [Source:HGNC Symbol;Acc:HGNC:4729]	6	26198851	26199243	-1
ENSG00000152402	3859.34676123846	1.17107767551082	0.224640548495359	5.21311794934037	1.85692743134061e-07	1.44858754410532e-05	GUCY1A2	ENSG00000152402	GUCY1A2	protein_coding	guanylate cyclase 1 soluble subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4684]	11	106674012	107018524	-1
ENSG00000183688	947.790599762054	-1.22728373109199	0.235444351324036	-5.21262763022465	1.86184386969182e-07	1.44858754410532e-05	RFLNB	ENSG00000183688	RFLNB	protein_coding	refilin B [Source:HGNC Symbol;Acc:HGNC:28705]	17	439978	445939	-1
ENSG00000124203	32.5386280284862	-6.51746378543265	1.25092498702451	-5.21011559688748	1.88723009328126e-07	1.46260332229298e-05	ZNF831	ENSG00000124203	ZNF831	protein_coding	zinc finger protein 831 [Source:HGNC Symbol;Acc:HGNC:16167]	20	59123381	59259113	1
ENSG00000286404	29.5091046776598	-7.31614633913674	1.4076082764883	-5.19757269216195	2.0190759456669e-07	1.5586952047483e-05	NA	ENSG00000286404	AC011228.2	lncRNA	novel transcript	7	54721724	54731047	1
ENSG00000146426	2146.99347536752	-1.03423378185472	0.199537968481921	-5.18314278592257	2.18177878789323e-07	1.67777097487604e-05	TIAM2	ENSG00000146426	TIAM2	protein_coding	T cell lymphoma invasion and metastasis 2 [Source:HGNC Symbol;Acc:HGNC:11806]	6	154832697	155257723	1
ENSG00000147459	90.499389988395	2.58247124802391	0.499809312198247	5.16691303062313	2.37991933406164e-07	1.82307334315764e-05	DOCK5	ENSG00000147459	DOCK5	protein_coding	dedicator of cytokinesis 5 [Source:HGNC Symbol;Acc:HGNC:23476]	8	25184689	25418082	1
ENSG00000196586	1215.47779041752	1.13484877552972	0.219693619928751	5.16559732548339	2.3967227571141e-07	1.82888382696707e-05	MYO6	ENSG00000196586	MYO6	protein_coding	myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]	6	75749192	75919537	1
ENSG00000113070	296.393492988781	1.76882944610428	0.342847065660532	5.15923752386925	2.47957575083219e-07	1.88485758224179e-05	HBEGF	ENSG00000113070	HBEGF	protein_coding	heparin binding EGF like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]	5	140332843	140346603	-1
ENSG00000183780	232.167246754673	2.40508325704055	0.466771609257438	5.15259113738016	2.56911691158461e-07	1.94546868419232e-05	SLC35F3	ENSG00000183780	SLC35F3	protein_coding	solute carrier family 35 member F3 [Source:HGNC Symbol;Acc:HGNC:23616]	1	233904676	234324511	1
ENSG00000278677	8857.54325196924	-1.14886020533894	0.223598173914285	-5.1380571908398	2.77593408340377e-07	2.09408867736619e-05	HIST1H2AM	ENSG00000278677	HIST1H2AM	protein_coding	histone cluster 1 H2A family member m [Source:HGNC Symbol;Acc:HGNC:4735]	6	27892757	27893149	-1
ENSG00000184990	1812.1320151347	-1.26916013324768	0.247683439896177	-5.12412187823167	2.98927584941655e-07	2.24648609289486e-05	SIVA1	ENSG00000184990	SIVA1	protein_coding	SIVA1 apoptosis inducing factor [Source:HGNC Symbol;Acc:HGNC:17712]	14	104753147	104768494	1
ENSG00000177409	147.705777609091	2.47043842772744	0.483696361273043	5.10741577882761	3.26594586659023e-07	2.44514588653397e-05	SAMD9L	ENSG00000177409	SAMD9L	protein_coding	sterile alpha motif domain containing 9 like [Source:HGNC Symbol;Acc:HGNC:1349]	7	93130056	93148385	-1
ENSG00000233639	383.886965522341	-1.37118726816501	0.268584506180314	-5.10523591872595	3.30382074778676e-07	2.46420314421389e-05	LINC01158	ENSG00000233639	PANTR1	lncRNA	POU3F3 adjacent non-coding transcript 1 [Source:HGNC Symbol;Acc:HGNC:49513]	2	104656135	104853183	-1
ENSG00000109436	871.292445084698	1.12710152513866	0.220880690443429	5.10276168947115	3.3473240882475e-07	2.48729999666032e-05	TBC1D9	ENSG00000109436	TBC1D9	protein_coding	TBC1 domain family member 9 [Source:HGNC Symbol;Acc:HGNC:21710]	4	140620782	140756385	-1
ENSG00000286125	40.2683450918462	-4.72315103143841	0.928198547813802	-5.08851370492112	3.60880705646397e-07	2.67159447762108e-05	NA	ENSG00000286125	AC006115.2	lncRNA	novel transcript (contains ZIM2-AS1 and PEG3-AS1)	19	56669941	56823395	1
ENSG00000168938	115.43773500857	2.15461378811172	0.42416874655434	5.07961467131735	3.78201184430296e-07	2.78940947921824e-05	PPIC	ENSG00000168938	PPIC	protein_coding	peptidylprolyl isomerase C [Source:HGNC Symbol;Acc:HGNC:9256]	5	123023250	123036741	-1
ENSG00000163285	369.824135650392	1.41200406454463	0.278242152704838	5.07473095222383	3.88044661283277e-07	2.85140965920749e-05	GABRG1	ENSG00000163285	GABRG1	protein_coding	gamma-aminobutyric acid type A receptor gamma1 subunit [Source:HGNC Symbol;Acc:HGNC:4086]	4	46035769	46124054	-1
ENSG00000144485	1562.84631413445	-1.17936020488232	0.233143129035681	-5.05852439126279	4.22513212720292e-07	3.09323326212937e-05	HES6	ENSG00000144485	HES6	protein_coding	hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]	2	238238267	238240662	-1
ENSG00000251002	1317.25187317368	-1.31741206804947	0.260995165363377	-5.047649316474	4.47279173880823e-07	3.262506915366e-05	NA	ENSG00000251002	AC244502.1	lncRNA	novel transcript, antisense to IG_gene_cluster	14	22197446	22482959	-1
